,Título,Número de registro,Denominação,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões - altura,Dimensões - largura,Situação,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Dimensões - peso,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
38,500 réis,1277,Vale-serviço cédula de 500 réis,03 Objetos Pecuniários,Brasil | Rio de Janeiro,Século XIX,Lith. Paulo Robin & Cª,impressão | litografia | papel,,"7,2",,,,,,"Vale-serviço, correspondente à cédula de 500 réis, confeccionado em papel impresso em tom marrom claro e azul, através da técnica da litografia, tendo carimbo em tom azul claro. Objeto de formato retangular horizontal, cercado por margem branca, apresentando nas extremidades, quatro números “500” (dispostos um em cada canto), inseridos em círculo e moldura quadrada, e entremeados nas laterais por dois medalhões ovais com paisagens. À esquerda, medalhão com cena de fábrica e, à direita, medalhão com representação de casario onde se destaca uma roda d´água. Nas partes superior e inferior, a inscrição: “QUINHENTOS . 500. QUINHENTOS . 500 . QUINHENTOS”. Na parte superior do campo, cena composta por figura masculina, de pé, trajando camisa de mangas compridas, calça e cartola, cercada por mercadorias embaladas em caixotes e por barril. Cena encimada pela inscrição: “FABRICA DE CURTUME E SERRARIA. / DE ANTONIO LOPES DE FIGUEIREDO NA DIAMANTINA.” (inscrição emoldurada por linhas sinuosas). Nas laterais da cena, as inscrições “UM SERVIÇO/ Nº” (à esquerda) e “500 RS” (à direita). Na parte inferior, reprodução da assinatura de Antonio Lopes de Figueiredo, sobreposta pelo Nº “500”, este em tinta azul. Sobre o campo, carimbo oval, tendo a inscrição “DIAMANTINA”, ao centro, circundada pela legenda: “ANTONIO LOPES DE FIGUEIREDO . MINAS – GERAES .”. No canto inferior direito, nome do litórgafo: “Lith. Paulo Robin & Cª Rio de Janrº”. A ficha catalográfica de 1990/91 cita como referência o Inventário de Assis Brasil de 1951, mas um dos itens citados, de nº 269, refere-se a um crucifixo e o outro nº citado, 287, refere-se a 28 notas nacionais do Primeiro Império de valores diferenciados. (a pesquisar). Documentação encontrada no dossiê: 1) Ficha de Acervo Museológico GMCH/MG, em formato de fichário, assinada por Tânia Bravo Leite e por Celina Santos Barboza (1989/1990). 2) Ficha do IPHAN/ 13ª Coordenação Regional, assinada por Ronney Leite Brito, referente à Análise do Estado de Conservação do Acervo/ Museus Vinculados 13ª CR, datada de 31/05/1996.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
39,500 réis,1278,Vale-serviço cédula de 500 réis,03 Objetos Pecuniários,Brasil | Rio de Janeiro,Século XIX,Lith. Paulo Robin & Cª,impressão | litografia | papel,,"7,2",,,,,,"Vale-serviço, correspondente à cédula de 500 réis, confeccionado em papel impresso em tom marrom claro e azul, através da técnica da litografia, tendo carimbo em tom azul claro. Objeto de formato retangular horizontal, cercado por margem branca, apresentando nas extremidades, quatro números “500” (dispostos um em cada canto), inseridos em círculo e moldura quadrada, e entremeados nas laterais por dois medalhões ovais com paisagens. À esquerda, medalhão com cena de fábrica e, à direita, medalhão com representação de casario onde se destaca uma roda d´água. Nas partes superior e inferior, a inscrição: “QUINHENTOS . 500. QUINHENTOS . 500 . QUINHENTOS”. Na parte superior do campo, cena composta por figura masculina, de pé, trajando camisa de mangas compridas, calça e cartola, cercada por mercadorias embaladas em caixotes e por barril. Cena encimada pela inscrição: “FABRICA DE CURTUME E SERRARIA. / DE ANTONIO LOPES DE FIGUEIREDO NA DIAMANTINA.” (inscrição emoldurada por linhas sinuosas). Nas laterais da cena, as inscrições “UM SERVIÇO/ Nº” (à esquerda) e “500 RS” (à direita). Na parte inferior, reprodução da assinatura de Antonio Lopes de Figueiredo, sobreposta pelo Nº “500”, este em tinta azul. Sobre o campo, carimbo oval, tendo a inscrição “DIAMANTINA”, ao centro, circundada pela legenda: “ANTONIO LOPES DE FIGUEIREDO . MINAS – GERAES .”. No canto inferior direito, nome do litórgafo: “Lith. Paulo Robin & Cª Rio de Janrº”. A ficha catalográfica de 1990/91 cita como referência o Inventário de Assis Brasil de 1951, mas um dos itens citados, de nº 269, refere-se a um crucifixo e o outro nº citado, 287, refere-se a 28 notas nacionais do Primeiro Império de valores diferenciados. (a pesquisar). Documentação encontrada no dossiê: 1) Ficha de Acervo Museológico GMCH/MG, em formato de fichário, assinada por Tânia Bravo Leite e por Celina Santos Barboza (1989/1990). 2) Ficha do IPHAN/ 13ª Coordenação Regional, assinada por Ronney Leite Brito, referente à Análise do Estado de Conservação do Acervo/ Museus Vinculados 13ª CR, datada de 31/05/1996.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
40,500 réis,1279,Vale-serviço cédula de 500 réis,03 Objetos Pecuniários,Brasil | Rio de Janeiro,Século XIX,Lith. Paulo Robin & Cª,impressão | litografia | papel,,"7,2",,,,,,"Vale-serviço, correspondente à cédula de 500 réis, confeccionado em papel impresso em tom marrom claro e azul, através da técnica da litografia, tendo carimbo em tom azul claro. Objeto de formato retangular horizontal, cercado por margem branca, apresentando nas extremidades, quatro números “500” (dispostos um em cada canto), inseridos em círculo e moldura quadrada, e entremeados nas laterais por dois medalhões ovais com paisagens. À esquerda, medalhão com cena de fábrica e, à direita, medalhão com representação de casario onde se destaca uma roda d´água. Nas partes superior e inferior, a inscrição: “QUINHENTOS . 500. QUINHENTOS . 500 . QUINHENTOS”. Na parte superior do campo, cena composta por figura masculina, de pé, trajando camisa de mangas compridas, calça e cartola, cercada por mercadorias embaladas em caixotes e por barril. Cena encimada pela inscrição: “FABRICA DE CURTUME E SERRARIA. / DE ANTONIO LOPES DE FIGUEIREDO NA DIAMANTINA.” (inscrição emoldurada por linhas sinuosas). Nas laterais da cena, as inscrições “UM SERVIÇO/ Nº” (à esquerda) e “500 RS” (à direita). Na parte inferior, reprodução da assinatura de Antonio Lopes de Figueiredo, sobreposta pelo Nº “500”, este em tinta azul. Sobre o campo, carimbo oval, tendo a inscrição “DIAMANTINA”, ao centro, circundada pela legenda: “ANTONIO LOPES DE FIGUEIREDO . MINAS – GERAES .”. No canto inferior direito, nome do litórgafo: “Lith. Paulo Robin & Cª Rio de Janrº”. A ficha catalográfica de 1990/91 cita como referência o Inventário de Assis Brasil de 1951, mas um dos itens citados, de nº 269, refere-se a um crucifixo e o outro nº citado, 287, refere-se a 28 notas nacionais do Primeiro Império de valores diferenciados. (a pesquisar). Documentação encontrada no dossiê: 1) Ficha de Acervo Museológico GMCH/MG, em formato de fichário, assinada por Tânia Bravo Leite e por Celina Santos Barboza (1989/1990). 2) Ficha do IPHAN/ 13ª Coordenação Regional, assinada por Ronney Leite Brito, referente à Análise do Estado de Conservação do Acervo/ Museus Vinculados 13ª CR, datada de 31/05/1996.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
41,500 réis,1281,Vale-serviço cédula de 500 réis,03 Objetos Pecuniários,Brasil | Rio de Janeiro,Século XIX,Lith. Paulo Robin & Cª,impressão | litografia | papel,,"7,2",,,,,,"Vale-serviço, correspondente à cédula de 500 réis, confeccionado em papel impresso em tom marrom claro e azul, através da técnica da litografia, tendo carimbo em tom azul claro. Objeto de formato retangular horizontal, cercado por margem branca, apresentando nas extremidades, quatro números “500” (dispostos um em cada canto), inseridos em círculo e moldura quadrada, e entremeados nas laterais por dois medalhões ovais com paisagens. À esquerda, medalhão com cena de fábrica e, à direita, medalhão com representação de casario onde se destaca uma roda d´água. Nas partes superior e inferior, a inscrição: “QUINHENTOS . 500. QUINHENTOS . 500 . QUINHENTOS”. Na parte superior do campo, cena composta por figura masculina, de pé, trajando camisa de mangas compridas, calça e cartola, cercada por mercadorias embaladas em caixotes e por barril. Cena encimada pela inscrição: “FABRICA DE CURTUME E SERRARIA. / DE ANTONIO LOPES DE FIGUEIREDO NA DIAMANTINA.” (inscrição emoldurada por linhas sinuosas). Nas laterais da cena, as inscrições “UM SERVIÇO/ Nº” (à esquerda) e “500 RS” (à direita). Na parte inferior, reprodução da assinatura de Antonio Lopes de Figueiredo, sobreposta pelo Nº “500”, este em tinta azul. Sobre o campo, carimbo oval, tendo a inscrição “DIAMANTINA”, ao centro, circundada pela legenda: “ANTONIO LOPES DE FIGUEIREDO . MINAS – GERAES .”. No canto inferior direito, nome do litórgafo: “Lith. Paulo Robin & Cª Rio de Janrº”. A ficha catalográfica de 1990/91 cita como referência o Inventário de Assis Brasil de 1951, mas um dos itens citados, de nº 269, refere-se a um crucifixo e o outro nº citado, 287, refere-se a 28 notas nacionais do Primeiro Império de valores diferenciados. (a pesquisar). Documentação encontrada no dossiê: 1) Ficha de Acervo Museológico GMCH/MG, em formato de fichário, assinada por Tânia Bravo Leite e por Celina Santos Barboza (1989/1990). 2) Ficha do IPHAN/ 13ª Coordenação Regional, assinada por Ronney Leite Brito, referente à Análise do Estado de Conservação do Acervo/ Museus Vinculados 13ª CR, datada de 31/05/1996.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
42,Centenário da Abertura dos Portos (1808-1908),1283,Bilhete postal,10 Comunicação > 10.1 Documento,EUA | Nova Iorque,1909 | Século XX,American Bank Note Co,impressão | litografia | manuscrito | papel | tinta,"8,9","13,7",,,,,,"Bilhete postal impresso em papel cartão branco, de formato retangular, tendo, na parte frontal, representação alusiva ao Centenário da Abertura dos Portos às Nações Amigas (1808-1908), em tinta marrom de autoria do artista Henrique Bernardelli e com impressão de fabricante americano. Na parte frontal do objeto, em primeiro plano, à direita, figura feminina (representando a República do Brasil), jovem, de perfil, com cabelos presos e ornado por coroa de louros e fita na cabeça, trajando indumentária de guerreira, com espada presa à cintura, e tendo caído sobre seu ombro direito, manto ornado por símbolos republicanos. À sua frente, mastro com a Bandeira do Brasil, nos tons verde, azul e amarelo, onde se destaca a inscrição: “ORDEM E PROGRESSO”, além de escudo com as Armas de Portugal parcialmente aparente. Na extremidade direita, sobre fundo de ramos de café, três emblemas circulares, dispostos verticalmente. No primeiro emblema, efígie do Presidente do Brasil (à época), representado através de figura masculina, de meia-idade, com cabelos, bigode e barba grisalhos, de óculos e em trajes civis, circundada pela legenda: “* AFFONSO – PENNA – PRESIDENTE – DOS – E – U – DO – BRAZIL”. No segundo emblema, escudo alado com as Armas da República do Brasil, encimado por duas serpentes e tocha flamejante, ligado aos outros emblemas através de quatro laçarotes (dispostos um em cada extremidade). No terceiro emblema, a data “1908” (ao centro) circundada pela legenda “CENTENÁRIO – DA- ABERTURA – DOS – PORTOS *”. À esquerda da cena, figura masculina, de meia-idade, representando possivelmente Pedro Álvares Cabral, de perfil, com cabelos curtos e barba longa branca, trajando indumentária militar. Com sua mão esquerda, segura capacete ornado por elmo. Em segundo plano, seis embarcações se enfrentam em alto mar. Na extremidade esquerda, sobre fundo de ramos de café, três emblemas circulares, dispostos verticalmente. No primeiro emblema, efígie do Rei Carlos I, representando como figura masculina, de meia-idade, com cabeça voltada à direita, de cabelos curtos e bigode espesso, em trajes civis, circundada pela legenda “D. CARLOS.I.REI.DE.PORTUGAL”. No segundo emblema, escudo de Portugal, alado e encimado por duas serpentes e tocha flamejante, ligado aos outros emblemas através de quatro laçarotes (dispostos um em cada extremidade). No terceiro emblema, a data “1808” (ao centro) circundada pela legenda “CARTA ( REGIA ( D. JOAO ( P ( R ( ABRINDO ( OS ( PORTOS*”. Na parte central superior do objeto, a inscrição “BRAZIL” e, na parte inferior, o valor “50 Rs CORREIO”. Cena emoldurada por friso retangular simples, tendo as seguintes inscrições na parte inferior: “HBERNARDELLI” (autor do desenho – à esquerda) e “RIO-JANEIRO” (à direita). Ao centro, externo à moldura, o nome do fabricante impresso: “AMERICAN BANK NOTE C.O NEW YORK”. No canto superior esquerdo, a seguinte frase manuscrita: “Vês este mar onde ahi estás? Pois é ..uma lembrança.”. No verso do objeto, destacam-se as seguintes inscrições na parte superior: “BILHETE POSTAL/ CORRESPONDENCIA/ ENDEREÇO”, e, à direita, carimbo com o valor impresso “50 Rs” e a legenda “BRASIL/ CORREIO” intercalados por ornatos em cruz estilizada, além de dois carimbos circulares, em tom preto, um deles datado de “18/ JUL/ 1909” (ao centro) e circundado pela legenda “OURO PRETO (MINAS)”, e o outro datado de “21/JUL/ 1909”, com legenda ilegível. Á esquerda, quatorze linhas e, à direita, cinco linhas, com a seguinte mensagem manuscrita, em tinta nanquim preta: “...de Ouro Preto. 18-9-..9./ Caro amigo. Recebi um/ cartão do nosso amigo João/ Vial, no qual disse que tu/ dizeste que não sabia se man-/dava buscar o objeto ou se/ mandava levar. Tenho/ pois a te dizer que logo que/ houver opportunidade ti en-/viarei d’ aqui, pagando o frete/ até Curralinho e de la até hai/ vai por sua conta./ Sem mais, sempre/ Teu Aso Gso e Co...Plínio R..””. À direita, sobre as 5 linhas, o nome do destinatário e local: “Illmo Sr/ José Maria das Dores/ Diamantina/ Minas.”. Documentação existente: 1) Ficha de Acervo Museológico GMCH/MG, em formato de fichário, assinada por Tânia Bravo Leite e por Celina Santos Barboza (1990/1991). 2) Ficha do IPHAN/ 13ª Coordenação Regional, assinada por Ronney Leite Brito, referente à Análise do Estado de Conservação do Acervo/ Museus Vinculados 13ª CR, datada de 31/05/1996.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
43,,1285,Hábito de santo de roca,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil | Minas Gerais,Século XX,Não identificada,aplique | colchetes | corte | costura | fita dourada | tecido,,89,,,,,,"Hábito [de santo de roca], de dimensões médias, confeccionado em tecido (algodão) azul costurado e com aplicação de fita com ornato em dourado. Peça de mangas compridas, com gola tipo padre, com abertura frontal feita através de nove colchetes de pressão, ornada por tira vertical dourada com trama cruzada, bem como nos punhos.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
44,,1286,Alva de santo de roca,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil | Minas Gerais,Século XX,Não identificada,corte | costura | crochê | tecido,,84,,,,,,"Alva [de santo de roca] confeccionada em tecido (linho) branco costurado (atualmente em tom bege), de dimensões médias, mangas compridas, com gola de padre e abertura frontal feita através de dois botões até a altura do peito. Objeto composto por mangas largas que se afunilam em pregas em direção ao punho, este com fechamento em um botão. Apresenta barra em crochê na parte inferior, em tom bege e parte posterior com pregas na altura dos ombros.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
45,,1290,Véu umeral,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,bordado | corte | costura | passamanaria | tecido,,78,,,,,,"Véu umeral confeccionado em tecido (cetim e brocado) costurado, com ornatos em passamanaria. Peça com extremidades abauladas, com a parte interna em tecido brocado tendo ornatos em motivos fitomorfos entremeados por ramos. Parte externa em cetim, no tom marrom claro, com recorte em “V”, de onde sobressaem nove grelôs (em passamanaria) no tom verde. Extremidade ornada por grelô pendente.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
46,,1291,Faixa funerária,09 Objetos Cerimoniais > 09.4 Objeto Funerário,[Europa] | Alemanha,Século XIX/ XX,,corte | costura | pintura | tecido | tinta,126,"18,5",,,,,,"Faixa funerária confeccionada em tecido preto (brilhoso na parte frontal), em sentido vertical, contendo ornamentação em tom dourado composta por chave com a parte superior quadrada e com grega na outra extremidade. Chave cruzada por âncora. Ambos os ornatos encontram-se entremeados ao centro por ramalhetes. Fundo liso.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
47,,1292,Faixa funerária,09 Objetos Cerimoniais > 09.4 Objeto Funerário,[Europa] | Alemanha,Século XIX/ XX,,corte | costura | pintura | tecido | tinta,135,"18,5",,,,,,"Faixa funerária confeccionada em tecido preto (brilhoso na parte frontal), em sentido vertical, contendo a seguinte inscrição em tinta dourada: “Norddeuscher/ Lloyd/ Bremin”. Logo abaixo, desenho composto por duas penas com as extremidades cruzadas sobre estrela de cinco pontas. Fundo liso.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
48,,1293,[Toalha de altar],09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil,Século XVIII/XIX,Não identificada,bordado | corte | costura | fio de linha | tecido,,71,,,,,,"Toalha de altar (?) ou de aparador confeccionada em tecido (seda) brocado, em tom bege claro, bordado com motivos florais e contendo franjas longas nas extremidades. Objeto de estrutura longilínea. Apresenta padronagem no tecido composta por brocado em tom mais claro com ornatos em espécie de favos de mel, flores e faixa sinuosa com círculos, traços e medalhões ovais. Em cada extremidade do objeto, dois ramalhetes de flores bordados, em fios de linha nos tons creme, amarelo e marrom claro, além de franjas claras aplicadas sobre faixa cortada em três arcos. Na parte central do objeto, vestígios de linhas fixadas por costura aparentemente posterior.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
49,,1294,Sanguinho,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil,Século XX,Não identificada,bordado | corte | costura | fio de linha | tecido,,20,,,,,,"Sanguinho confeccionado em tecido branco (algodão) liso, de formato retangular, com bainha costurada em três lados, contendo, ao centro, pequena cruz bordada em linha vermelha. Em uma das extremidades, as seguintes iniciais bordadas em linha vermelha: “O. J. S. F.”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
50,,1295,Estola casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | tecido,,"19,5",,,,,,"Estola confeccionada em tecido adamascado, no tom creme, com ornatos em motivos fitomorfos na parte frontal do objeto, contendo três cruzes em tecido brocado, com motivos florais, estando duas delas próximas às extremidades e a outra disposta ao centro. Apresenta as extremidades ornadas por barras amarelas, em tecido com a mesma padronagem das cruzes, arrematadas por franjas amarelas. Parte interna da peça composta por tecido liso e encorpado, em tom amarelo, contendo carimbo azul, em formato de medalhão oval ladeado por ramalhetes, com coroa imperial ao centro circundada pela legenda: “CAPELLA DE NOSSA SENHORA DAS MERCÊS – DIAMANTINA – MINAS”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
51,,1296,Manípulo,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil | Minas Gerais,Século XX,Não identificada,costura | fios corte | tecido,,"19,5",,,,,,"Manípulo confeccionado na parte frontal em tecido adamascado em tom creme acetinado, com ornatos em motivos fitomorfos e florais, contendo três cruzes latinas em tecido brocado amarelo com motivos florais e traços sinuosos, dispostas duas próximas às extremidades e uma ao centro. Nas extremidades da peça, duas barras com a mesma padronagem das cruzes e com franjas em fio amarelo. Na parte central do objeto, pequena tira em algodão costurada unindo as laterais para encaixe no antebraço do celebrante. Parte posterior em tecido liso amarelo, contendo em um das extremidades, carimbo azul com a coroa imperial inserida em medalhão oval circundado pela legenda “CAPELLA DE NOSSA SENHORA DAS MERCÊS – DIAMANTINA – MINAS”, ladeado por ramalhetes.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
52,,1297,Estola casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,carimbo | corte | costura | fio de linha | tecido | tinta,,"18,5",,,,,,"Estola confeccionada em tecido (veludo) liso, em tom preto, ornada por três cruzes em tecido brocado amarelo, estando duas delas próximas às extremidades e uma disposta ao centro. Extremidades decoradas por barras em brocado amarelo, com a mesma padronagem das cruzes, ornadas por motivos fitomorfos intercalados por espécies de “favos de mel”, além de franjas em tom amarelo. Parte interna da peça composta por tecido liso e encorpado, em tom bege, contendo carimbo azul, em formato de medalhão oval ladeado por ramalhetes, com coroa imperial ao centro circundada pela legenda: “CAPELLA DE NOSSA SENHORA DAS MERCÊS – DIAMANTINA – MINAS”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
53,,1298,Manípulo,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,carimbo | corte | costura | fio de linha | tecido | tinta,,19,,,,,,"Manípulo confeccionado em tecido (veludo) liso, em tom preto, ornado por três cruzes em tecido brocado amarelo, estando duas delas próximas às extremidades e uma disposta ao centro. Extremidades decoradas por barras em brocado amarelo, com a mesma padronagem das cruzes, ornadas por motivos fitomorfos intercalados por espécies de “favos de mel”, além de franjas em tom amarelo. Parte interna da peça composta por tecido liso e encorpado, em tom bege, contendo carimbo azul, em formato de medalhão oval ladeado por ramalhetes, com coroa imperial ao centro circundada pela legenda: “CAPELLA DE NOSSA SENHORA DAS MERCÊS – DIAMANTINA – MINAS”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
54,,1299,Manípulo,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil | Minas Gerais,Século XX,Não identificada,bordado | costura | fios corte | tecido,,"16,5",,,,,,"Manípulo confeccionado em tecido branco acetinado, ornado na parte frontal por tecido brocado dourado, contendo duas barras douradas e franjas nas extremidades. Apresenta três cruzes latinas em tecido dourado, estando duas próximas às extremidades e a outra posicionada ao centro, de acordo com os padrões litúrgicos. Objeto com pequena tira retangular costurada que une os dois lados para encaixe do antebraço do celebrante. Peça forrada na parte interna por tecido fosco em tom amarelo.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
55,,1300,Manípulo,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | metálico | tecido,,"16,5",,,,,,"Manípulo confeccionado em tecido adamascado verde na parte frontal, com ornatos em motivos florais, arcos e pequenos losangos, contendo três cruzes em tecido brocado amarelo e dourado, ornadas por traços e motivos florais, dispostas duas próximas às extremidades e uma ao centro. Nas extremidades, duas barras em brocado amarelo e dourado, com a mesma padronagem das cruzes, além de franjas em fios metálicos. Parte interna forrada por tecido branco liso. Parte costurada com linha verde unindo as laterais para encaixe no antebraço do celebrante.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
56,,1301,Manípulo,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | tecido,,"19,2",,,,,,"Manípulo confeccionado em tecido adamascado, no tom vermelho, ornado, na parte frontal, por motivos florais e fitomorfos, contendo três cruzes em tecido brocado amarelo, estando duas mais próximas às extremidades e a outra posicionada ao centro. Extremidades ornadas por barras em tecido brocado amarelo com a mesma padronagem das cruzes e com franjas amarelas. Na parte central do objeto, destaca-se pequena tira amarela que une os lados para encaixe no antebraço do celebrante. Parte posterior do objeto em tecido amarelo liso e encorpado.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
57,,1302,Manípulo,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,carimbo | corte | costura | fio de linha | tecido | tinta,,17,,,,,,"Manípulo confeccionado em tecido adamascado carmim, ornado por três cruzes em tecido brocado bege e tira no mesmo material que une as laterais para encaixe no antebraço do celebrante. Nas extremidades do objeto, duas barras em tecido brocado bege e franjas no mesmo tom. Parte interna forrada com tecido liso bege contendo três carimbos, sendo dois deles em tinta preta posicionados um em diagonal e o outro logo abaixo, inseridos em molduras, ambos com a inscrição: “Nª. S. D as M.”, e o terceiro carimbo azul, posicionado próximo à extremidade, com coroa imperial inserida em medalhão oval, circundado por legenda ilegível e ladeado por ramalhetes.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
58,,1304,Estola casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,borla | corte | costura | fio de linha | passamanaria | tecido,,16,,,,,,"Estola biface confeccionada em tecido (veludo) roxo contornado por friso em tecido brocado amarelo e prateado, este ornado por motivos geométricos, contendo três cruzes latinas, com a mesma padronagem do friso, posicionadas duas próximas às extremidades e uma ao centro, além de franjas amarelas. Em uma das laterais, colchetes em tecido amarelo unindo as laterais para encaixe no antebraço do celebrante, além de cordão duplo arrematado por borla em passamanaria, nos tons amarelo e dourado. Na outra face do objeto, tecido brocado com fundo em tom bege, contendo ornatos em tom amarelo em motivos fitomorfos e florais, além de três outras cruzes aplicadas nas mesmas posições da face roxa.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
59,,1305,Estola casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | tecido,,"20,4",,,,,,"Estola confeccionada em tecido adamascado vermelho na parte frontal, ornado por motivos fitomorfos e florais, contendo três cruzes em tecido brocado amarelo, com flores estilizadas e losangos, dispostas duas próximas às extremidades e uma ao centro. Nas extremidades, duas barras em tecido brocado amarelo na mesma padronagem das cruzes, além de franjas amarelas. Parte posterior em tecido amarelo liso e encorpado.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
