,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
56,MCP1025,,Localizado,Máquina de Costura,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,Máquina de costura na cor preta presa a base de madeira.,26.5,42,,,,Metal > Ferro | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
57,MCP1026,,Localizado,Torrador de Café,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Aparelho para torrar café constituido por base fixa sobre a qual esta fixada uma panela, com tampa côncava presa a manivela giratória.",22.5,60,,,,Metal > Ferro | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
58,MCP1027,,Localizado,Conjunto de 8 Telefones,,Não identificado,10 Comunicação > 10.4 Equipamento de Telecomunicação,"- Aparelho de telefone na cor preta com fio. Altura 15 / Largura 25 / Profundidade 19,5 / Outros Números: (GO.99.030.136)  (83.001-030.136)

- Aparelho de telefone na cor preta com fio. Altura 13 / Largura 25 / Profundidade 18 / Outros Números: (GO.99.030.140)  (83.005-030.140)

- Aparelho de telefone na cor preta com fio. Apresenta etiqueta circular na parte frontal e manivela na lateral.  Altura 15 / Largura 17,5 / Profundidade 22 / Outros Números: (GO.99.036.137) / Inscrições: ""165"" na parte superior. ""5602019"" na parte inferior da base.

- Aparelho de telefone na cor preta com fio espiralado e manivela lateral. Altura 13 / Largura 22,5 / Profundidade 21 / Outros Números: (GO. 99.030.221) (83.055-030.221) / Inscrições: ""3PF 90(??) 3 FP120 26""; ""21 (?) 1970 8529""; ""K12"" na parte inferior da base.

- Aparelho de telefone na cor preta com fio trançado e discador numérico giratório. Altura 14 / Largura 23 / Profundidade 21,5 / Outros Números: (GO.99.030.138) (83.003-030.138) / Inscrições: ""C.T.B"" na lateral. Possui etiqueta adesiva na parte inferior da base.

- Aparelho de telefone na cor preta com fio revestido e discador numérico giratório. Altura 13,5 / Largura 23 / Profundidade 18 / Outros Números: (83.056-030.223) / Inscrições: ""Ericsson"" na parte superior. Apresenta etiquetas na parte inferior da base.

- Aparelho de telefone de parede na cor preta com fio espiralado e discador numérico giratório. Altura 27,7 / Largura 23 / Profundidade 10,8 / Outros Números: (83.056-030.222) / Inscrições: """"Ericsson"" na parte superior. Apresenta etiquetas na parte de trás da base e inscrição: ""DRN 1101T"".

- Aparelho de telefone de parede e mesa. Composto por caixa e fone/falante. Altura 27 / Largura 13 / Profundidade 13 / Outros Números: (GO.99.030.220) (83.054-030.220)/ Dimensões da caixa: Alt.:24; Larg.: 14; Prof.: 16.",,,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
59,MCP1030,83.004-030.139,Localizado,Telefone,,Não identificado,10 Comunicação > 10.4 Equipamento de Telecomunicação,Aparelho de telefone na cor preta com fio. Possui etiqueta quadrada na parte frontal e manivela na lateral.,23,23.5,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
60,MCP1036,,Localizado,Monitor,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Monitor CRT de 14"".Na cor bege. Base de encaixe.",36.5,35.5,,,,Metal | Plástico | Vidro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
61,MCP1037,,Localizado,Maquina de Escrever (datilográfica),,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular na cor bege, composto por teclado alfa-númerico begee alavanca para movimentar carrinho na parte superior.",21,43.5,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
62,MCP1038,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Equipamento com teclado alfa-númerico cor bege. E alavanca para movimentar carrinho na parte superior.,21,46,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
63,MCP1039,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",22.5,51,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
64,MCP1040,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",23,51,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
65,MCP1041,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Equipamento com teclado alfa-númerico cor cinza. E alavanca para movimentar carrinho na parte superior.,22,61.5,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
66,MCP1042,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",24,51,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
67,MCP1043,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",23.5,46,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
68,MCP1044,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Equipamento com teclado alfa-númerico cor bege. E alavanca para movimentar carrinho na parte superior.,24,52,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
69,MCP1045,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",24,51,,,,Metal | Plástico > Teclas,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
70,MCP1046,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",24,51,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
71,MCP1047,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento com teclado alfa-númerico, na cor cinza. E alavanca para movimentar carrinho na parte superior.",20.5,56,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
72,MCP1048,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento com teclado alfa-númerico, na cor cinza. E alavanca para movimentar carrinho na parte superior.",20,63,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
73,MCP1049,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular na cor cinza composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",21,46,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
74,MCP1050,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor azul composto de teclado alfa-númerico, carrinho e alavanca cromada para movimentar.",24,55,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
75,MCP1051,,Localizado,Maquina de Escrever,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Equipamento retangular com cantos arredondados na cor azul composto de teclado alfa-númerico, carrinho e alavanca para movimentar.",22.5,51,,,,Metal | Plático,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
76,MCP1052,,Localizado,Toca Disco e Rádio Am Fm,,Não identificado,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Equipamento sonoro retangular na cor preta, base de madeira formato de caixa, com botões na parte frontal, tampa de acrilico, composto por toca disco e rádio..",17.5,44.5,,,,Acrílico | Madeira > Aglomerado | Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
77,MCP1053,,Localizado,"Aparelho de Som (toca Disco, Toca Fita e Rádio Am Fm)",,Não identificado,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Equipamento sonoro retangular na cor preta, com botões na parte frontal, tampa de acrilico, composto por toca disco, toca fita e rádio..",31.5,36.5,,,,Acrílico | Madeira > Aglomerado | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
78,MCP1054,,Localizado,"Aparelho de Som (toca Disco, Toca Fita, Rádio Am Fm e Leitor de Cd)",,Não identificado,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Equipamento sonoro retangular na cor preta, com botões na parte frontal, tampa de acrilico,composto por toca disco, toca fita, leitor de cd, equalizador, rádio e display;",41,35,,,,Acrílico | Madeira > Aglomerado | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
79,MCP1055,,Localizado,Disco de Vinil,Leve este disco contigo,Silveira e Silveirinha,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XX > 1973,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
80,MCP1056,,Localizado,Disco de Vinil,A vida é só pra cantar,Wilson Simonal,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XX > 1977,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
81,MCP1057,,Localizado,Disco de Vinil,As bôas de Amilton Lelo,Amilton Lelo,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XIX > 1876,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
82,MCP1058,,Localizado,Disco de Vinil,A deusa do Araguaia,Zé Bento | Zé Silverio Zancanelli,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XX > 1975,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
83,MCP1059,,Localizado,Disco de Vinil,Sucessos de ouro vol. 2,Agnaldo Timoteo,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XX > 1976,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
84,MCP1060,,Localizado,Disco de Vinil,A seu favor,Jorge Aragão,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XX > 1990,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
85,MCP1061,,Localizado,Disco de Vinil,Pedro e Paulo Vol. III,Pedro e Paulo,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Disco preto com formato circular e orifico ao centro.,0.1,,,30.0,,Plástico > Disco de Vinil,Não identificado,Século XX > 1981,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
86,MCP1062,,Localizado,Pandeiro,,Não identificado,06 Trabalho > 06.10 Equipamento Musical,"instrumento de percussão constituído de um aro de madeira, recoberto por uma membrana, com aberturas no aro onde estafixadas quatro pares de soalhas.",5,,,24.0,,Couro | Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
87,MCP1063,,Localizado,Relógio de Parede,,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,Instrumento com mostrador circular com números em algarismos romanos. Encimado por elemento decorativo. Com pêndulos de corrente.,37,19.5,,,,Metal | Papel | Plástico | Resina,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
88,MCP1064,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda circular, de metal, prateada. Anverso: imagem do mapa do Brasil ao centro com inscrição BRASIL. Reverso: inscrições: 20 CRUZEIROS 1965. || Bordo liso.",,,,2.5,,Metal,Brasil,Século XX > 1965,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
89,MCP1065,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda circular, de metal, prateada. Anverso: Figura masculina de perfil , com as inscrições BRASIL. Reverso: desenho de um farol geométrico ladeado pelas inscrições: 20 CENTAVOS 1979. || Bordo liso.",,,,2.5,,Metal,Brasil,Século XX > 1978,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
90,MCP1066,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda circular, de metal, prateada. Anverso: Figura masculina de perfil , com as inscrições BRASIL. Reverso: desenho de um farol geométrico ladeado pelas inscrições: 20 CENTAVOS 1979. || Bordo liso.",,,,2.5,,Metal,Brasil,Século XX > 1979,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
91,MCP1067,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2.0,,Metal,Brasil,Século XX > 1943,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
92,MCP1068,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2.0,,Metal,Brasil,Século XX > 1945,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
93,MCP1069,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2.0,,Metal,Brasil,Século XX > 1945,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
94,MCP1070,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2.0,,Metal,Brasil,Século XX > 1943,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
95,MCP1071,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2.0,,Metal,Brasil,Século XX > 1947,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
0,MCP1072,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2,,Metal,Brasil,Século XX > 1947,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
1,MCP1073,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",,,,2,,Metal,Brasil,Século XX > 1945,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
2,MCP1074,,Localizado,Moeda,10 centavos,Não identificado,03 Objetos Pecuniários,moeda metal dourado. Verso: Ao centro valor encimado por uma estrela e abaixo inscrição e data. Anverso: Efígie figura masculina orlado por inscrições e simbolo,,,,1.7,,Metal > Metal Cunhado,Brasil,Século XX > 1952,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
3,MCP1075,,Localizado,Moeda,400 réis,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: brasão de armas da rpública ladeado a esquerda por ramos , encimado por valor e orlado por inscrições. Efígie alegoria da República envolta por circulo de estrelas.",,,,3,,Metal > Metal Cunhado,Brasil,Século XX > 1901,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
4,MCP1076,,Localizado,Moeda,1000 réis,Não identificado,03 Objetos Pecuniários,"Verso: valor ao centro encimado por uma estrela, envolto por uma coroa de ramos e orlado na parte superior e inferior por inscrições. Anverso: figura alegórica feminina orlada por circulo de estrelas.",,,,2.6,,Metal > Metal Cunhado,Brasil,Século XX > 1927,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
5,MCP1077,,Localizado,Moeda,20 centavos,Não identificado,03 Objetos Pecuniários,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: efígie de homem de perfil orlado na parte superior por inscrições.",,,,1.8,,Metal > Metal Cunhado,Brasil,Século XX > 1945,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
6,MCP1078,,Localizado,Moeda,20 centavos,Não identificado,03 Objetos Pecuniários,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: efígie de homem de perfil orlado na parte superior por inscrições.",,,,1.8,,Metal > Metal Cunhado,Brasil,Século XX > 1947,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
7,MCP1079,,Localizado,Moeda,20 centavos,Não identificado,03 Objetos Pecuniários,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: ilegivel",,,,1.8,,Metal > Metal Cunhado,Brasil,Século XX > 1953,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
8,MCP1080,,Localizado,Moeda,20 centavos,Não identificado,03 Objetos Pecuniários,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: efígie de homem de perfil orlado na parte superior por inscrições.",,,,1.8,,Metal > Metal Cunhado,Brasil,Século XX > 1945,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
9,MCP1081,,Localizado,Moeda,500 réis,Não identificado,03 Objetos Pecuniários,"moeda em metal dourado. Verso: ao centro valor encimado por uma estrela, envolto por coroa de ramos e orlado por inscrições. Anverso: Ao centro figura alegórica feminina , ladeada a direita por 5 estrelas e orlada circulo de estrelas.",,,,2.2,,Metal > Metal Cunhado,Brasil,Século XX > 1928,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
10,MCP1082,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 1 Cruzeiro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e decorações em motivo fitomórfico. No anverso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",,,,"2,3",,Metal,Brasil,Século XX > 1946,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
