,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
14,GO.99.029.395,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Coroa aberta de frisos lisos. Peça feita de prata martelada.,"0,7 m",,,"0,125 m","0,100 Kg",Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
15,GO.99.029.207,83.056.029.207,Localizado,Missale Romanum,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Missal Romano encadernado, capa de couro lisa, com lingueta de couro e fechadura de metal no dorso da extremidade inferior. Impresso em tinta preta e vermelha. Possui um brasão de 1 hostiário com raios, imagem de anjos voando, sendo que 2 anjos seguram um turíbulo. Na parte inferior uma galheta e o fundo em nuvens.",,"0,22 m",,,,Couro | Papel,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
16,GO.99.029.447,,Localizado,Báculo,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça em prata dourada com detalhes geométricos.,"1,,775 m","0,16 m",,"0,075 m",,Metal > Latão,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
17,-,68.048.VI.029.067 | 43994,Localizado,Castiçal,Lourenço Ribeiro da Rocha,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Castiçal de prata fundida, base circular.","0,56 m",,,"0,205 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
18,GO.99.029.397,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça fundida em prata com motivos geométricos.,"0,10 m",,,"8,5 m",,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
19,GO.99.029.419,,Localizado,Rosário,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Rosário em contas de prata filigranada, de forma globular.",,,,,"0,100 m",Metal > Prata,Portugal,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
20,GO.99.029.451,,Localizado,Sacra do evangelho,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Sacra retangular com inscrição no interior. Moldura retangular com frisos lisos no meio.,"2,75 m","1,9 m",,,,Metal > Latão | Papel | Vidro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
21,GO.99.029.400,,Localizado,Coroa do Menino Jesus da N. S. Rosário,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Coroa fechada com base lisa. Detalhes florais. Peça em ouro fundido.,"0,14 m",,,"0,8 m","0,50 Kg",Metal > Ouro,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
22,GO.99.029.391,71,Localizado,Resplendor,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Trabalho repuxado, cinzelado e recortado.","0,205 m",,,"0,08 m",,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
23,GO.99.029.435,G0.99.029.435,Localizado,Cruz Episcopal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Cruz Episcopal em ouro batido filigranado soldado e ametista lapidada. Corrente.,"0,12 (cruz)","0,085 m",,,"0,120 kg",Metal > Ouro,Portugal,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
24,GO.99.029.169,83.020.029.169,Localizado,Custódia (fragmento),Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Fragmento de custódia com metade da coluna.,"0,405 m","0,30 m",,,"0,80 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
25,GO.99.029.433,,Localizado,Cruz Episcopal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cruz Latina com ponteiras douradas em prata, ouro e ametista. Corrente.","0,12 (cruz)","0,035 m",,,"0,130 kg",Metal > Ouro | Metal > Prata,Itália > Lombárdia,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
26,GO.99.029.450,,Localizado,Sacra do Lavabo,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Sacra retangular com inscrição no interior. Moldura retangular com frisos lisos.,"27,5 m","19,5 m",,,,Metal > Latão | Papel | Vidro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
27,GO.99.029.452,,Localizado,Sacra de Consagração,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Sacra de consagração, inscrição no interior. Moldura em meia concha, com frisos lisos.","0,28 m","0,38m",,,,Metal > Latão | Papel | Vidro,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
28,GO.99.029.186,83.035.029.186,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Coroa fechada, base com friso liso, seguido com friso, detalhes em símbolos católicos.","0,17 m",,,"0,11 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
29,GO.99.029.095,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça aberta com friso liso na base. Friso superior com folhas de acanto. Parte superior recortada e vazada, decorada com motivos fitomórficos, volutas e elementos ovais. Hastes transversais e pinos para encaixe na cabeça.","0,65 m",,,"0,12 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
30,GO.99.029.424,,Localizado,Cetro,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cetro de prata fundida, com frisos e Pomba do Divino.","0,425 m",,,,"0,250 kg",Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
31,GO.99.029.112,68.77.029.112 | 89,Localizado,Lampadário,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Lampadário com bojo circular abaulado, de cobre com banho de prata.","0,82 m",,,"0,405 m","2,050 kg",Metal > Cobre | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
32,GO.99.029.260,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Coroa fechada com base em friso liso e friso convexo. Com decoração em figura geométricas.,"0,23 m",,,"0,13 m","0,150 Kg",Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
33,GO.83.029.096,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Coroa aberta, base com frisos lisos, seguido com friso em formato de losangos e pontos. Outro friso convexo decorado com ângulos e flores quadripartidas. Parte superior em sucessão de ramos, recortados e vazados.","0,09 m",,,"0,14 m",,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
34,GO.99.029.187,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Base com frisos de folhas. Parte central recortada e vazada, com decoração em elementos.","0,145 m",,,,"0,150 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
35,GO.99.029.396,,Localizado,Coroa Aberta,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça em prata com detalhes em alto relevo.,"0,045 m","0,115 m",,,,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
36,GO.99.029.177,83.026.029.177,Localizado,Âmbula,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Âmbula do Santos Óleos. Base circular com frisos, parte superior boleada e polida em frisos verticais com seis secções lacradas com elementos concheados, folhas, palmetas sobre o fundo pontilhado. Coluna torneada em nó piriforme com anéis, gomos de decoração central. Bojo circular abaulado com o fundo reto, frisos nas bordas verticais.","0,26 m",,,"0,13 m",120 g,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
37,GO.99.029.081,68057029081 | 48,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Cálice de purificação em prata fundida.,"0,24 m",,,"0,12 m","0,700 kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
38,GO.99.029.390,69,Localizado,Resplendor,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Circular, liso, recortado e azado. Orla circular lisa.","14,5 m","10,2 m",,,,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
39,GO.99.029.195,83044029195 | A-25,Localizado,Escrivaninha,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Escrivaninha (tinteiro) com bandeja recortada, volutas e frisos.","0,355 m","0,34 m",,,"2,000 kg",Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
40,GO.99.029.386,,Localizado,Resplendor,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Resplendor em prata em motivos geométricos.,"0,11 m","0,12 m",,,,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
41,GO.99.029.403,GO.99.029.403 | 37,Localizado,Âmbula,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Âmbula dos Santos Óleos em latão fundido, prata repuxada, no interior do recipiente banhado a ouro.","0,125 m","0,10 m",,,,Metal > Latão | Metal > Ouro | Metal > Prata,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
42,GO.99.029.833,,Localizado,Floreira,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça em latão em forma oval,,,,,,Metal > Latão | Madeira,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
43,GO.99.029.420,GO.99.029.420 | 10,Localizado,Naveta,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Naveta de bronze com banho de prata, base ovalada, frisos e nervuras.","0,14 m","0,06 m",,,1 kg,Metal > Bronze | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
44,83.001.029.191,83001029191 | 67,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Coroa fechada, com base em friso, seguido de parte lisa e friso. Peça recortada e vazada.","0,21 m",,,"0,10 m","0,150 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
45,GO.99.029.421,GO.99.029.421 | 11,Localizado,Turíbulo,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Turíbulo em prata fundida, base circular frisada e bojo abaulado. Corrente.","0,25 m",,,"0,12 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
46,68.040.I.029.04,,Localizado,Galheta,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Galheta, objeto de culto.","1,42 m",,,"0,62 m",,Metal > Cobre | Metal > Prata,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
47,GO.99.029.402,26,Localizado,Custódia,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Custódia com base circular, abaulada e lisa. Coluna ornamentada, possui dois relevos com desenhos geométricos.","0,395 m","0,205 m",,"0,105 m ","0,600 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
48,GO.99.029.065,68.048.IV.029.065 | 43994,Localizado,Castiçal,Lourenço Ribeiro da Rocha,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Mesma descrição da ficha 1 e 2, segundo ficha amarela.","0,56 m",,,"0,205 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
49,GO.99.029.170,83.029.021.170.28 | 44055,Localizado,Custódia,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Custódia sem a base, com parte da coluna em nó com gravações geométricas.","0,42 m","0,29 m",,,1 Kg,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
50,GO.99.029.063,68.048.II.029.063 | 43994,Não localizado,Castiçal,Lourenço Ribeiro da Rocha,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Castiçal de prata fundida com coluna móvel em círculo. Mesma descrição da ficha 1 e 2, segundo ficha amarela.","0,56 m",,,"0,205 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
51,GO.99.029.035,68.034.029.035,Localizado,Teca,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Base com 3 pés curvos terminando por esfera, coluna torneada e lisa.","0,11 m",,,"0, 55 m",100 g,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
52,GO.99.029.172,83.023.I.029.172 | 23,Localizado,Castiçal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Castiçal com base circular com friso de folhas.,"0,44 m",,,"0,16 m","1,700 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
53,GO.99.029.061,68048029061 | 43994,Localizado,Castiçal,Lourenço Ribeiro da Rocha,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Castiçal de prata com base circular em forma de coruchéu, flores, frisos e vieiras.","0,56 m",,,"0,205 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
54,GO.99.029.437,83.025.029.175,Localizado,Gomil,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Jarra circular com dois frisos.,"0,22 m",,,"0,9 m",,Metal,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
55,GO.99.029.401,83,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Base lisa com friso, desenho no centro decorado.","0,10 m",,,"0,07 m",,Metal > Ouro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
56,GO.99.029.429,,Localizado,Anel Episcopal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Anel episcopal com forma circular.,"0,03 m","0,02 m",,"0,02  m",,Mineral > Brilhante | Mineral>Esmeralda | Metal > Ouro | Pedra,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
57,GO.99.029.062,68.048.I.029.062 | 43994,Localizado,Castiçal,Lourenço Ribeiro da Rocha,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Castiçal de prata com base circular, sucena lisa, flores, frisos e vieiras.","0,56 m",,,"0,205 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
58,GO.99.029.426,,Localizado,Campainha,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Campainha com bacia em tronco de cone curvo, borda abaulada, com dois frisos. Parte superior frisada, cabo torneado em divisões e anéis. Badalo em forma de lágrima.","0,85 m",,,"0,58 m",100 g,Metal > Latão | Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
59,GO.99.029.059,68047029059 | 9,Localizado,Gomil,AGB,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Gomil de prata em forma de ânfora com base circular recortada e frisada.,"0,325 m","0,25 m",,"0,115 m","2,100 kg",Metal > Prata,Brasil > Rio de Janeiro,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
60,GO.99.029.068,68029068 | 13,Localizado,Campainha,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Campainha com bacia, tronco de cone curvo com borda abaulada, dois frisos e gravações de elementos florais. Centro com frisos, parte superior com frisos e gravações florais, cabo torneado cilíndrico com três frisos e gravações na parte superior.","o,31 m",,,"0,52 m","2,600 kg",Metal > Bronze,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
61,GO.99.029.525,,Localizado,Galheteiro de cristal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Galheteiro de cristal, italiano, composto por 4 peças sendo duas galhetas.","0,16 m","0,09 m",,,,Pedra > Cristal,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
62,GO.99.029.427,,Localizado,Anel Episcopal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça fundida em prata em formato circular.,"0,2 m",,,"0,2 m",,Metal > Ouro | Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
63,GO.99.029.453,GO.99.029.453 | 26,Localizado,Ostensório,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Ostensório banhado de ouro e prata, encimado por uma cruz, raios, flore e frisos.","0,53 m","0,27 m",,"0,16 m","1,100 kg",Metal > Latão | Metal > Ouro | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
64,GO.99.029.431,,Localizado,Escapulário de Nossa Senhora do Carmo,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Escapulário de nossa senhora do carmo, contendo duas peças em veludo.",,,,,,Fibra | Metal | Metal > Ouro | Tecido,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
65,Go.99.029.399,,Localizado,Coroa de Nossa Senhora do Rosário,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Coroa de ouro fechada, base lisa com friso liso. Ornamentada com símbolos católicos.","0,20 m",,,13/2,"0,250 Kg",Metal > Ouro,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
66,GO.99.029.405,,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice de mesa com base circular com frisos pontilhados e parte superior frisos. Coluna torneada com nó piriforme entre dois estrangulamentos, anéis com frisos de cordas, guilhochê e flores. Capa lisa em forma abaulada, interior e borda dourada.","0,27 m",,,"7, 60",350 g,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
