,Outros números,Denominação,Título,Autor,Resumo descritivo,Material/Técnica,Classificação,Data de produção,Local de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
7,T 1703-12,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
8,T 7699-8,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
9,T 1697-6,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
10,T 1695.4,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
11,T 1705-14,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
12,T 1692-1,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base  sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
13,T 1694.3,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
14,T 1696-5,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
15,T 1698-7,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
16,T 1693.2,Taça de Champanha,,Não identificado,"Taça em cristal; Pequena, com forma cônica. Relevo no próprio vidro saindo da base e subindo até o topo com formas paralelas; Base redonda, grossa. Logo acima da base sobe pequena haste com duas bolachas espaçadas, sendo a segunda o suporte para inicio da tulipa da taça.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
17,T 1079,Vidro de Perfume,,Não identificado,"Vidro de perfume; Base redonda, branca, com decoração de bico de jaca e desenhos florais em dourado nas pontas; Base branca vai afinando até formar um gargalo. Pintura dourada formando círculos paralelos. O gargalo abre em relevo em forma de flor, fundo verde, inicialmente com mesma pintura dourada em círculos, seguido por espaço sem pintura e concluindo com borda das pétalas pintadas em dourado; Dentro dessa base de flor, sai haste branca, fina, no topo pintura dourada de circulo; A seguir a base do castiçal forma uma tulipa, com relevos no vidro formando pétalas. Borda das pétalas contornadas em dourado.",Pó de Ouro | Vidro,12 Objetos Pessoais > 12.3 Artigo de Toalete,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
18,,Taça Champagne,,Não identificado,"Taça em cristal transparente; Base circular, lisa; Haste trabalhada em alto relevo, formando um peão. Logo acima bolacha, de onde saí recipiente. Taça com recipiente mais largo e aberto, e também mais baixo que os outros modelos de taça. Parte inferior da taça trabalhado com alto relevo diagonal disposto paralelamente, mais a cima, sequência de frisos retos e lisos circulando toda a peça, a parte superior e lisa, onde esta o monograma C de A, com o mesmo padrão decorativo.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
19,T 1179,Trança,,Não identificado,Trançado em tom loiro. Feitos em seda.,Fios de Seda,,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
20,T 1317,Fruteira,,Não identificado,"Fruteira em porcelana; 4 Pés em alto relevo com forma de folhagem. Espaçamento ondulante entre cada pé; Peça sobe em diferentes níveis com relevos e frisos demarcando cada espaço até chegar a uma haste de sustentação encimada por alto relevo de folhagem totalmente pintado em dourado. Desenho do monograma da família no inicio da haste; Recipiente inicia logo acima da haste de sustentação, abrindo em pequena forma oval, alto relevo ondulante em dourado, seguido de friso delimitador para o inicio da abertura maior do recipiente. Nesse ponto a cerâmica faz um trabalho geométrico todo vazado. Terminando em relevos florais e geométricos e borda totalmente irregular. Toda a peça é branca com bordas e relevos em dourado; A base do pé e o recipiente da fruteira são ligados por meio de parafuso interno, escondido por dentro da haste de ligação e visível apenas pelo fundo da peça.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
21,T 1384,Molheira,,Não identificado,"Molheira em cerâmica branca e bordas e frisos em dourado; Base composta por um prato oval com bordas ondulantes; Recipiente colado ao prato. 4 pés saindo da base do recipiente e descendo até o prato em forma ondulante com alto relevo. Centro do pé em branco e bordas em dourado. Recipiente em forma de cuia, abaulada no fundo e abrindo a medida que fica mais alta. Borda irregular e ondulante, formando um circulo estilizado, com as extremidades, pros lados com monogramas, mais acentuadas. Bordas, friso central, monogramas em dourado; Alças em cada lateral em alto relevo, saindo do topo do recipiente e descendo até a base. Centro em branco e bordas em dourado; A peça não possui tampa, sendo parte de seu modelo.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
22,T 1313,Saladeira,,Não identificado,"Saladeira oval, em cerâmica branca. Borda com recortes e ondulações, pintada com faixa em dourado, friso interno também em dourado e no fundo da travessa monograma com as iniciais JJTL em dourado; Pelo lado externo da peça, friso em dourado circulando toda a peça; Pés saindo da Base, com alto relevo geométrico, saindo em curva o pé com base achada e leve ondulação na borda. Toda a extensão do pé é pintada em dourado, juntamente com o branco da cerâmica.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
23,T 1445,Sopeira,,Não identificado,"Sopeira redonda em louça branca com detalhes em dourado; Recipiente circular, com 4 pés decorativos com relevos geométricos, pintados de dourado e ligando-se a base do recipiente; Forma mais abaulada no centro, terminando um pouco mais estreito no final. Friso dourado na parte mais abaulada com nomograma da família logo a cima e nos dois lados, seguido de faixa dourada; Alças laterais, também em relevo com formas geométricas e pintadas em dourado; Tampa redonda com bordas irregulares e faixa dourada, monograma da família logo acima da faixa e na sequência dois frisos dourados intercalados; No topo puxador trabalhado em alto relevo em forma de X  pintado de branco e com detalhes em dourado.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
24,T 1452,Molheira,,Não identificado,"Molheira em porcelana branca e detalhes em dourado; Base formada por prato oval, com borda ondulante. Branco e com borda externa e friso interno em dourado; Recipiente para o molho vem colado no prato. 4 pés de sustentação, com base saindo da peça em forma ondulante terminando em curva que se apóia no prato, a peça é branca e toda a borda em dourado. Recipiente oval, abaulada no centro e com friso dourado, terminando em pequena haste para encaixe da tampa, haste essa iniciando com faixa dourada; Alça em ambos os lados iniciando na borda dourada e se estendendo até o fim da peça em um pequeno relevo. Toda a extensão da alça é branca e com as bordas douradas. O recipiente tem monograma da família pintado em dourado em ambos os lados, na parte abaulada; Tampa branca com borda e friso central em dourado. Monograma em dourado em ambos os lados da tampa. Puxador também em cerâmica dourado centralizado no topo da tampa. Nervuras em alto relevo formando 4 quinas estilizadas. Vazado na tampa para encaixe de colher.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
25,T 1385,Molheira,,Não identificado,"Molheira em cerâmica branca e bordas e frisos em dourado; Base composta por um prato oval com bordas ondulantes; Recipiente colado ao prato. 4 pés saindo da base do recipiente e descendo até o prato em forma ondulante com alto relevo. Centro do pé em branco e bordas em dourado. Recipiente em forma de cuia, abaulada no fundo e abrindo a medida que fica mais alta. Borda irregular e ondulante, formando um circulo estilizado, com as extremidades, pros lados com monogramas, mais acentuadas. Bordas, friso central, monogramas em dourado; Alças em cada lateral em alto relevo, saindo do topo do recipiente e descendo até a base. Centro em branco e bordas em dourado; A peça não possui tampa, sem parte de seu modelo.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
26,,Bandeja,,Não identificado,"Bandeja em porcelana branca e detalhes decorativos nas cores verde, dourado, amarelo, rosa e marrom; Bandeja oval, com bordas recortadas, que associadas a pintura decorativa lembram uma flor; Borda com friso dourado, seguido de faixa verde e mais um friso dourado, que não só segue a faixa verde, como também faz um desenho decorativo formando linhas verticais que descem ate se unir um friso dourado que circula todo o fundo. Esse modelo de desenho passa a idéia de pétalas de flores desenhadas na borda do prato; Monograma na aba com as iniciais LCC (Laureano Correia e Castro) e dourado e com pequenos detalhes em verde, ao redor das letras. O monograma esta orlado por ramos de folhagem verde e marrom, na extremidade esquerda pequena flor em amarelo, no lado direito, pequenos pontos vermelhos que lembram o fruto do café, e ao centro pequeno laço em tom de rosa.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
27,T 1509,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
28,T 1499,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
29,,Prato Fundo,,Mansard,"Pato Fundo em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.4 Objeto de Iluminação,[s.d.],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
30,,Prato Fundo,,Mansard,"Pato Fundo em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
31,T 1637,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
32,T 1496,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
33,,Prato Fundo,,C.H. Pillivuyt & Cia,"Prato Fundo em porcelana branca; Fino friso dourado, seguido de faixa mais grossa pintado em rosa ponpadour (tonalidade indicativa de nobreza), logo após mais um fino friso dourado; Monograma em dourado com as letras FJTL (Francisco Jose Teixeira Leite) localizado logo abaixo do ultimo friso dourado e ocupando parte do espaço de pintura decorativa da borda; Demarcando o desnível entre aba e o fundo do prato, friso em dourado.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],França > Paris,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
34,,Prato Raso,,C.H. Pillivuyt & Cia,"Prato Raso em porcelana branca; Fino friso dourado, seguido de faixa mais grossa pintado em rosa ponpadour (tonalidade indicativa de nobreza), logo após mais um fino friso dourado; Monograma em dourado com as letras FJTL (Francisco Jose Teixeira Leite) localizado logo abaixo do ultimo friso dourado e ocupando parte do espaço de pintura decorativa da borda; Demarcando o desnível entre aba e o fundo do prato, friso em dourado.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],França > Paris,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
35,S/N,Prato de sobremesa,,Mansard,"Prato em porcelana para sobremesa; prato branco com borda dourada seguido de desenho floral em verde, rosa e amarelo orlando toda a aba; ao centro, monograma dourado da família, rodeado pelo mesmo desenho floral.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
36,S/N,Prato de sobremesa,,Não identificado,"Prato em porcelana para sobremesa; prato branco com borda dourada seguido de desenho floral em verde, rosa e amarelo orlando toda a aba; ao centro, monograma dourado com as inicias da família, rodeado pelo mesmo desenho floral.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
37,9,Garfo,,SL Superilure,"Garfo em prata; 4 dentes; Cabo fino terminando em ponta mais larga; Toda a extensão do cabo é trabalhada com relevo, formando nas extremidade do cabo e ponta, relevo que lembra um nó; No verso da peça, monograma com as iniciais do proprietário da peça.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[entre 1839 e 1879],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
38,S/N,Pegador,,SL Superilure,"Pegador em prata. Peça em forma de “U”, onde na curva tem o monograma do proprietário gravado na própria prata. As hastes paralelas saem da curva, mais grossas e vão afinando a medida que se aproximam das extremidades. As laterais são trabalhadas com alto relevo formando desenho que lembra um nó. Nas extremidades alto relevo que forma a pata de um leão, sendo as garras a ponta do pegador.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[entre 1839 e 1879],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
39,1,Pegador,,SL Superilure,"Pegador em prata. Peça em forma de “U”, onde na curva tem o monograma do proprietário gravado na própria prata. As hastes paralelas saem da curva, mais grossas e vão afinando a medida que se aproximam das extremidades. As laterais são trabalhadas com alto relevo formando desenho que lembra um nó. Nas extremidades alto relevo que forma a pata de um leão, sendo as garras a ponta do pegador.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[entre 1839 e 1879],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
40,T 1044,Suporte de Vela,,Não identificado,"Peça em madeira escura, retângula com o topo em leve ondulação; Pintado em primeiro plano pássaro dourado com penas em preto, vermelho e cinza. O pássaro esta apoiado em um galho; Em segundo plano, flores em vermelho e dourado, com galhos e folhas em marrom; Em ultimo plano, no topo, o que parece ser uma nuvem escura; Logo abaixo do pássaro abre, por meio de uma dobradiça em metal, uma pequena bancada.",Ferro | Madeira | Tinta,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
41,T 906,Piano de Calda,,Henri Hertz,"Piano de calda; Três pés em rodinhas de metal, saindo de uma base também em metal; Logo a cima da base de metal, bolacha em madeira. Subindo para as pernas em madeira, escultura formando ângulos verticais que dão uma idéia de lados na perna. Logo acima, bolachas em diferentes tamanhos, encimado por uma base recortada que se liga a base do piano; Laterais do piano com barrado de madeira, demarcado por relevo. Seguido por faixa plana e terminando no topo com novo barrado demarcado por relevo; Lado direito com recorte na parte da calda e três pinos em forma de bolacha distribuídos ao longo da lateral; Pedais na frente, logo a baixo no teclado, os pedais são em madeira e metal; Parte superior da peça se abre em uma tampa, com dobradiça em metal, formando duas diferentes partes, sendo a parte traseira a calda, onde pode visualizar com a tampa aberta, as cordas e amarrações próprias do piano. Na parte da frente três diferentes peças em madeira recortada e formando desenhos geométricos, a peça do meio é flexível e pode ficar inclinada. Essa parte serve para saída do som; Na parte frontal do piano temos faixa vertical em madeira com pequeno espelho de fechadura, logo a baixo o nome do fabricante gravado na madeira. Logo a baixo, tampa em madeira, também com dobradiças em metal que cobrem o teclado. Teclas em marfim.",Corda em Fio de Aço | Madeira | Marfim | Metal,06 Trabalho > 06.10 Equipamento Musical,[s.d.],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
42,T 902,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
43,T 901,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
44,T 900,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
45,T 899,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
46,T 898,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
