,Denominação,Número de registro,Título,Classificação,Data de produção,Autor,Material/Técnica,Local de produção,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
39,Estampa de Gênero,REG.0904,"""St. Fidelis"" / ""Les Bords Du Parahyba""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Jacottet | Victor Frond,Papel | Tinta,França > Ilha de França > Paris,"49,6","37,5",,,,"Composição 1 Em primeiro plano, à direita, elevação com arvoredo e três figuras humanas. Em segundo plano, casario baixo à beira de rio. Na lateral direita, casario entre vegetação. Em terceiro plano, rio com ilha. Ao fundo, montanhas tendo em sua base casarios diversos. Céu com nuvens. Composição 2 Em primeiro plano, cerca de madeira com arvoredo baixo e portão de duas bandas com três figuras masculinas. Em segundo plano, à beira rio, duas palmeiras e arvoredo baixo. Ao fundo, montanhas com casario ao fundo. Céu com nuvens.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
40,Estampa de Gênero,REG.0905,"""Encaissage Et Pesage Du Sucre"" / ""Avant Le Depart Pour La Roca""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Século XIX,Philippe Benoist | Victor Frond,Papel | Tinta,França > Ilha de França > Paris,"49,5","37,5",,,,"Composição 1 Em primeiro plano, caixas retangulares com material no interior. Á esquerda, caixas amontoadas. Em segundo plano, à esquerda, figura feminina com balaio na cabeça junto a grupo de figuras masculinas, sendo um com uma caixa na cabeça e os outros em volta de uma caixa segurando artefato. Ao centro, em volta de uma caixa, grupo de figuras masculinas e femininas segurando artefato. À direita, três figuras masculinas junto de balança. Ao fundo, casario de dois pavimentos e avarandado no pavimento superior com figura masculina na varanda. Telhado com chaminé. Céu com nuvens. Composição 2 À frente de casario de quatro portas várias figuras humanas masculinas e femininas sentadas e de pé. Junto com elas há instrumentos de trabalho. Ao fundo, à esquerda, casario menor e vegetação alta. Céu com nuvens.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
41,Estampa Alegórica,REG.0906,"""Ao Mais Digno""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Século XIX,Não identificado,Papel | Tinta,Não identificado,"37,5","27,5",,,,"Dentro de retângulo, ao centro, figura feminina de pé com cabelos longos. Na cabeça coroa de louros e auréola. Traja veste longa. Braço direito para o alto segurando espada com ramo entrelaçado, junto ao ombro esquerdo, mastro com bandeira sobre o braço dobrado. Abaixo da mão esquerda, figura masculina deitada, trajando indumentária militar com dragona e ramo de flor ao lado. À esquerda vela chamejante e ramo de flores. Ao fundo, à esquerda, sombra de figura masculina de frente. Abaixo do retângulo a inscrição: ""AO MAIS DIGNO!"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
42,Estampa Documental,REG.0907,"""Dª. Ernestina de Carvalho Teixeira Mendes/30º aniversário de seu cazamento"".",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Século XX,Não identificado,Papel | Tinta,Não identificado,36,28,,,,"Dentro de retângulo ao centro, sentada em cadeira de balanço, figura feminina, cabelos presos com laço na parte superior. Traja veste longa com mangas compridas, sobre os ombros xale fechado na frente por alfinete. Mãos unidas segurando lenço. Ao seu lado, figura masculina de pé, calva, com bigode branco. Traja paletó branco de gola batida fechado por três botões, por dentro camisa branca de gola alta e gravata preta, calça escura.. Mão direita apoiada na cadeira de balanço e braço esquerdo levemente flexionado. Ao fundo à esquerda, cadeira e quadro na parede, do lado direito portal. Na parte inferior do retângulo, ao centro a inscrição: ""Dª. ERNESTINA DE CARVALHO TEIXEIRA MENDES/24 DE ABRIL DE 1858 - 11 DE AGOSTO DE 1912/ RETRATO TIRADO NA ESTAÇÃO DE MENDES A 29 DE JUNHO DE 1912/(30º ANIVERSARIO DE SEU CAZAMENTO)"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
43,Estampa Alegórica,REG.0908,"""Templo da Humanidade, Rio de Janeiro, Joana D’arco - 1412-1912 - Lembrança da Comemoração do Quinto Centenário do seu Nacimento"".",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"39,4",30,,,,"Dentro de retângulo ao centro, altar de base circular com balaustradas e cadeiras de braços nas laterais; ao centro, retábulo composto por púlpito facetado com decoração a sua frente; em suas laterais colunas torsas de ordem jônica, sustentando portal curvo ornado por ramos de flores, tendo medalhão com inscrição: ""VERGINE MADRE FIGLIA DEL TUO FIGLIO"", e desenho de ramo florido amarrado por fita. Ao centro do retábulo figura feminina em pé com veste longa e véu, segurando criança no colo; abaixo, busto de figura masculina de frente sobre pedestal com toalha decorada e franja, contornados por ramos de flores e encimado pela inscrição: ""HUMANIDADE"". Ao lado esquerdo do retábulo, sobre mesa coberta por toalha florida, escultura de figura feminina de cabelo comprido, saia longa e blusa escura com outra branca por baixo. Atrás galhardete ladeado por duas bandeiras. Ao fundo, pavimento inferior dividido por duas pilastras com capitel decorado por medalhões que sustentam avarandado do andar superior. Junto à pilastra do canto esquerdo, quadro pendurado. Na base do avarandado molduras com inscrições: ""FETICHISMO"", ""PATRI..."", ""..AMILIA"", "" ASTROLATRISMO"". Pavimento superior com balaustrada, duas arandelas, quatro arcos, sendo dois com janelas e teto frisado sustentado por cornijas. Na parte inferior do retângulo a inscrição: ""TEMPLO DA HUMANIDADE/RIO DE JANEIRO/JOANA D’ARCO/1412-1912/LEMBRANÇA DA COMEMORAÇÃO DO QUINTO-CENTENÁRIO DO SEU NACIMENTO/ 6 DE MOIZÉS DE 58/124 (6 DE JANEIRO DE 1912)"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
44,Pintura Alegórica,REG.0909,"""Batalhão Benjamin Constant""",02 Artes Visuais/Cinematográfica > 02.6 Pintura,Não identificada,Não identificado,Tela | Tinta,Não identificado,97,77,,,,"Composição nas cores, azul, amarelo, ocre, verde, branco e rosa. Em 1º plano ao centro, figura feminina em pé, laureada, trajando vestido branco com peça cor de rosa amarrada abaixo dos seios e sandália em tom alaranjado; braço direito levantado segurando estrela de cinco pontas laureada e listel com a inscrição: ""BATALHÃO BENJAMIN CONSTANT"", braço esquerdo flexionado segurando cartela com ramo na parte inferior, e ao centro elipse vermelha tendo abaixo a inscrição: ""MARECHAL FLORIANO PEIXOTO"". Em 2º plano no chão, palma com listel com a inscrição: ""9 DE FEVEREIRO DE 1894"". Em 3º plano à direita, disco amarelo com elipses em outro tom de amarelo e as inscrições: ""CAP. JAYME SILVADO (MEDICO)"", ""CAP. AUGUSTO MALHEIROS"", ""CAP. MENNA BARRETO"", ""RTO PITTA"", ""CAP. JOSE NAZARETH"", ""1º TEM. OLIVA DA FONSECA"". Ao fundo à esquerda sobre fundo azul, casario a beira rio.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
45,Estampa Documental,REG.0910,"""Benjamin Constant - Fundador da República no Brazil""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Século XX,Não identificado,Papel | Tinta,Não identificado,38,25,,,,"Ao centro, figura masculina de pé, levemente voltado para à esquerda, cabelos partidos, na altura da orelha, com bigode e cavanhaque, usa pince-nez. Traja indumentária militar fechada na frente por duas carreiras de botões, gola batida, com insígnias nos punhos e passadeira nos ombros. Na cintura cinto. Na mão direita segura quepe, na mão esquerda espada e luvas Camisa branca com gola e gravata borboleta, calça escura e sapato. Ao fundo, à esquerda banco com livros e acima panejamento, ramos de flores e pedestal florido com busto. À direita sobre mesa coberta retrato de busto de figura feminina em cavalete, encimada por bandeira estendida. Dentro de moldura retangular com placa na parte inferior. Abaixo da moldura a inscrição: ""BENJAMIN CONSTANT/ FUNDADOR DA REPUBLICA NO BRAZIL/REPRODUÇÃO DO QUADRO DE ED. DE SÁ,/OFFERECIDO Á MUNICIPALIDADE DE ASSUMPÇÃO/PELA SOCIEDADE BENJAMIN CONSTANT/15 DE NOVEMBRO DE 1903"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
46,Estampa Histórica,REG.0911,"""O Primeiro Ministério dos Estados Unidos do Brazil""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,23.11.1889 | Século XIX,Não identificado,Papel | Tinta,Brasil,"64,5",50,,,,"Composição com oito bustos de figuras masculinas dispostas, dois, três e três; com as inscrições: ""DR. ARISTIDES LOBO/MINISTRO DO INTERIOR"", ""TENENTE CORONEL/DR. BENJAMIM CONSTANT/MINISTRO DA GUERRA"", ""DR. RUY BARBOSA /MINISTRO DA FAZENDA"", MARECHAL/DEODORO DA FONSECA /CHEFE DO GOVERNO PROVISORIO"", ""QUINTINO BOCAYUVA/MINISTRO DAS RELAÇÕES EXTERIORES"", ""DR. CAMPOS SALLES/MINISTRO DA JUSTIÇA"", ""CHEFE DE DIVISÃO/EDUARDO WANDENKOLK/MINISTRO DA MARINHA"" e ""DR. DEMETRIO RIBEIRO/MINISTRO DA AGRICULTURA"", encimada por inscrição: ""SUPPLEMENTO DO Nº 569 DA REVISTA ILLUSTRADA"", abaixo a inscrição: ""O PRIMEIRO MINISTERIO OS ESTADOS UNIDOS DO BRAZIL/HONRA Á PATRIA!"", entre os dois bustos na parte superior ao centro, coroa de café frutado unida por laço, com barrete frígio encimada por estrela de cinco pontas raiada.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
47,Estampa Histórica,REG.0912,"""1º Governo Provisorio da Republica Brazileira""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Cola | Papel | Tinta,Não identificado,61,49,,,,"Composição com cinco bustos de figuras masculinas dispostas, um, dois e dois com as inscrições: ""MARECHAL/DEODORO DA FONSECA/CHEFE DO GOVERNO PROVISORIO"", ""DR. BENJAMIM CONSTANT/MINISTRO DA GUERRA"", ""QUINTINO BOCAYUVA/MINISTRO DO EXTERIOR"", ""DR. ARISTIDES LOBO/MINISTRO DO INTERIOR"", e ""DR. CAMPOS SALLES/MINISTRO DA JUSTIÇA. Contornando, inscrição ao centro: ""1º GOVERNO PROVISORIO/(estrela de cinco pontas)/DA/REPUBLICA BRAZILEIRA""; na parte inferior três colagens em forma de nicho com cruz latina desenhada, contornando, a inscrição: ""15/NOVEMBRO/...89"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
48,Retrato (estampa),REG.0913,"""Antonio Gonçalves Dias""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Século XX,Lasnier,Papel | Tinta,França > Ilha de França > Paris,24,16,,,,"Ao centro, busto de figura masculina ligeiramente voltado à direita, com cabelos partidos, na altura da orelha, com barba e bigode; traja paletó escuro com gola deitada e broche na lapela, camisa branca por dentro e gravata preta. Na parte inferior a assinatura: ""ANTONIO GONÇALVES DIAS"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
49,Retrato (estampa),REG.0914,"""Tenente-coronel Dr. Benjamin Constant""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"6,3","4,1",,,,"Dentro de retângulo, busto de figura masculina levemente voltado à direita, cabelos partidos, na altura da orelha, usa pince-nez, bigode e cavanhaque. Trajando indumentária escura, por dentro camisa com gola de padre e gravata borboleta escura. Fundo cinza. Na parte inferior a inscrição: ""TENENTE-CORONEL/DR. BENJAMIN CONSTANT/MINISTRO DA GUERRA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
50,Estampa Documental,REG.0915,Escudo de Armas da República,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"22,1","16,2",,,,"No campo, ao centro, escudo circular azul-celeste, contendo cinco estrelas em prata filetada de preto dispostas da forma da constelação do Cruzeiro do Sul, circundada por vinte estrelas em branco, pousado numa estrela partida gironada de dez peças nas cores verde e amarelo filetada de vermelho e dourado, sobre uma espada, em pala; circundado por coroa formada de um ramo de café frutado e outro de fumo florido; ficando o conjunto sobre um resplendor amarelo, cujos contornos formam uma estrela de várias pontas. Abaixo, listel azul sobre o punho espada, com a legenda: ""ESTADOS UNIDOS DO BRASIL/ 15 DE NOVEMBRO DE 1899."". No canto superior direito a inscrição: ""ANNEXO Nº2"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
51,Retrato (estampa),REG.0916,"""Benjamin Constant Fundador da Republica Brazileira""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"19,5","13,5",,,,"Dentro de retângulo, busto de figura masculina levemente voltado à direita, cabelos partidos, na altura da orelha, usa pince-nez, bigode e cavanhaque. Trajando uniforme escuro com gola batida com três botões, camisa branca com gola de padre e gravata borboleta escura. Nos ombros, passadeiras. Fundo em tons de cinza. No cie assinatura: ""D. VILLARES"". Abaixo do retângulo a inscrição: ""BENJAMIN CONSTANT/FUNDADOR DA REPUBLICA BRAZILEIRA/1836 1891"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
52,Estampa Documental,REG.0917,"""Benjamin Constant no seu Leito Mortuário""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"18,1","22,9",,,,"Dentro de retângulo ao centro, figura masculina deitada, trajando indumentária militar com ramo de carvalho na gola e no punho e condecorações no peito, sobre o corpo, ramo de flores, no entorno flores , bandeiras com as inscrições: ""ORDEM E PROGRESSO"", e faixas com inscrições: ""HOMENAGEM /DO PARTIDO REPUBLICANO"", ""MILITAR DA CAPITAL"" . Ao fundo quadro com figura masculina deitada envolvida em lençol, tendo na parte inferior inscrição: ""AUGUSTE COMTE"". No canto inferior direito a assinatura: ""DECIO VILLARES/1892"". Abaixo do retângulo a inscrição ""BENJAMIN CONSTANT NO SEU LEITO MORTUARIO/ CUADRO DE DECIO VILARES - FOTOGRAFIA DE ALVES FERREIRA I RÕLTGEN"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
53,Desenho Religioso,REG.0918,Cristo,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1964 | Século XX,Heitor,Papel | Papel Cartão | Tinta,Brasil > Bahia,"22,1",22,,,"0,5","Ao centro, cabeça de figura masculina de frente, levemente inclinada para esquerda, cabelos cacheados na altura dos ombros, barba e bigode; na cabeça coroa de espinhos. Ao fundo halo. Fixado em moldura com inscrição no canto superior esquerdo: ""AO EXMO. SR./GEN. PERY C. BEVILAQUA/E DD ESPÔSA, RESPEITOSAMENTE,/OFERECO ÊSTE ‘BICO DE PENA’ DE/AUTORIA DO SARGENTO AMIGO/INCONDICIONAL/HEITOR ..../SALVADOR, BA, 5/X/64"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
54,Estampa Documental,REG.0919,Bandeira Nacional,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,21,30,,,,"Ao centro de formato retangular em campo verde, paralelogramo romboidal amarelo, tendo ao centro círculo azul carregado por vinte e uma estrelas em branco com uma faixa curva em branco com a inscrição: ""ORDEM E PROGRESSO"" em verde, tendo na lateral esquerda mastro com terminação em lança. No canto superior direito a inscrição: ""ANNEXO Nº1"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
55,Decalque,REG.0920,"""Benjamin Constant Botelho de Magalhães""",10 Comunicação > 10.1 Documento,Século XX,Não identificado,Cola | Papel | Tinta,Brasil,"4,6","3,6",,,,"Ao centro, busto de figura masculina levemente voltado à esquerda, cabelos partidos, na altura da orelha, usa pince-nez, bigode e cavanhaque. Trajando paletó cinza, camisa branca com gola de padre e gravata borboleta cinza. Na parte inferior, faixa com a inscrição: ""BENJAMIM CONSTANT"". Fundo amarelado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
56,Estampa de Gênero,REG.0921,"""Serra dos Órgãos""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"20,9","25,9",,,,"Em primeiro plano ao centro, a beira de riacho, grupo de figuras humanas e cavalos; sendo quatro montadas e outras a pé carregando objetos diversos. Em segundo plano vegetação ladeando o rio e fileira de animais na margem direita do rio. Ao fundo casario e montanhas. Céu com nuvens. Abaixo ao centro a inscrição: ""SERRA DOS ORGÃOS"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
57,Paisagem (estampa),REG.0922,"""Floresta Virgem""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"19,6","23,7",,,,"Composição com vegetação alta e baixa, na lateral esquerda rio com árvore caída sobre o mesmo e ao centro duas aves pernaltas. Céu com nuvens. Abaixo ao centro a inscrição: ""FLORESTA VIRGEM"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
58,Estampa de Gênero,REG.0923,"""Venda em Recife""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"19,8","27,1",,,,"Em primeiro plano ao centro, grupo de figuras masculinas e femininas, á direita casal recostado em bancada com cesto com dois cachorros à frente. Em segundo plano, casario de dois pavimentos, tendo no primeiro pavimento portal de duas folhas aberto com pessoas e mercadorias penduradas e sobre mesa em seu interior; junto ao lado direito do portal, palmeira com vegetação mais baixa. No segundo pavimento figura feminina em sacada de varanda, no lado esquerdo rua com várias figuras humanas, casario e palmeiras. Céu com nuvens. Abaixo ao centro a inscrição: ""VENDA EM RECIFE"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
59,Estampa de Gênero,REG.0924,"""Família de Fazendeiro""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"19,3","23,9",,,,"Em primeiro plano à esquerda, grupo crianças com duas mulheres, sobre esteira: à direita, banco, marreta e feixes de capim. Em segundo plano à esquerda, janela com cortina e grupo de figuras masculinas e femininas sentadas e em pé, tendo um, viola na mão e chapéu na cabeça. Ao fundo, parede com quadro, crucifixo, chapéu e porta aberta com figura masculina segurando chapéu na mão. Abaixo ao centro a inscrição: ""FAMILIA DE FAZENDEIRO"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
60,Estampa de Gênero,REG.0925,"""Familia de Fazendeiros indo para a missa""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"20,5",24,,,,"Em primeiro plano, á esquerda figura masculina sobre cavalo, ao centro carroça coberta puxada por bois com figuras femininas em seu interior, e três figuras masculinas acompanhando os bois. Ao fundo, animais em pasto, casario, vegetação alta na lateral esquerda e montanhas. Céu com nuvens. Abaixo ao centro a inscrição: ""FAMILIA DE FAZENDEIROS/INDO PARA MISSA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
61,Estampa de Gênero,REG.0926,"""Ilha Itaparica""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"20,3","29,1",,,,"Em primeiro plano, sobre águas calmas ao centro, embarcação à vela de perfil à esquerda com três mastros com velas recolhidas e oito figuras humanas à bordo, à frente canoa com duas figuras humanas, na lateral esquerda canoa com duas figuras humanas segurando quatro remos. Em segundo plano à esquerda, parte de fortificação com palmeiras e bandeira hasteada, ao centro duas embarcações a vela. Ao fundo ilha com construção religiosa ao centro ladeada por casario e vegetação. Céu com nuvens. Abaixo ao centro a inscrição: ""ILHA ITAPARICA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
62,Estampa de Gênero,REG.0927,"""Repouso de uma Caravana""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,França > Ilha de França > Paris,"20,4","26,9",,,,"Em primeiro plano, à esquerda, árvore alta, três cavalos e uma figura masculina com cuia na cabeça e segurando caldeirão; sob cobertura de palha, figuras humanas sentadas, deitadas e em pé, baú, arcas e material diverso, no canto direito quadrúpede visto por trás. Em segundo plano à esquerda, riacho com vegetação baixa, ao centro casario. Ao fundo, vegetação alta e montanhas. Céu com nuvens. Abaixo ao centro a inscrição: ""REPOUSO DE UMA CARAVANA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
63,Estampa de Gênero,REG.0928,"""Rua Direita - Rio de Janeiro""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Johann Moritz Rugendas,Papel | Tinta,Não identificado,"20,8","25,6",,,,"Em primeiro plano, grupo de figuras humanas, em pé, sentadas, a cavalo, em carruagem e agachadas; misturados a apetrechos. Em segundo plano à esquerda, parte de construção arquitetônica, ao centro figuras humanas de uniforme montadas a cavalo; à direita, casarios de três e quatro pavimentos com figuras humanas à frente. Ao fundo, rua com construções arquitetônicas de vários pavimentos e religiosa na lateral direita, no final, uma ponte e na parte superior construção sobre morro. Céu com nuvens. Abaixo ao centro a inscrição: ""RUA DIREITA/RIO DE JANEIRO"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
64,Retrato (estampa),REG.0929,"""Miguel Lemos - Director do Apostolado Positivista do Brasil""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Dujardin,Papel | Tinta,França > Ilha de França > Paris,"29,7",20,,,,"Dentro de retângulo ao centro, figura masculina ¾ de corpo, sentada, voltada para direita. Calvo com cabelos na altura da orelha penteados para trás, barba e bigode. Traja indumentária longa de mangas compridas com abertura na parte da frente, sobreposta por capa na altura do peito fechado na parte da frente por botões. Braço esquerdo apoiado sobre encosto com anel no dedo, braço direito apoiado sobre a perna segurando um livro, sobre manga do braço direito fita com franja amarrada. Fundo em tons de cinza. Colado sobre suporte com friso duplo e na parte inferior a inscrição: ""MIGUEL LEMOS/DIRECTOR DO APOSTOLADO POSITIVISTA DO BRASIL"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
65,Retrato (estampa),REG.0930,"""R. Teixeira Mendes - Vice-Director do Apostolado Positivista do Brazil""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Dujardin,Papel | Tinta,França > Ilha de França > Paris,"17,4",12,,,,"Dentro de retângulo ao centro, figura masculina ¾ de corpo, sentada, levemente voltada para direita. Cabelos na altura da orelha partidos da direita para esquerda, com bigode. Traja indumentária longa de mangas compridas com abertura na parte da frente, sobreposta por capa na altura do peito fechando na parte da frente por botões e cordão com laço. Braços apoiados sobre as pernas, segurando um livro na mão direita, sobre manga do braço direito faixa com franja, amarrada. Fundo em tons de cinza. Na parte inferior a inscrição: ""R TEIXEIRA MENDES/VICE-DIRECTOR DO APOSTOLADO POSITIVISTA DO BRAZIL"". Estado de conservação: Bom. Perda de esmalte na borda reverso. Diâmetro 3,2 ; esp 0,2 J.09 Pingente",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
