,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - espessura,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Estado de conservação,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
35,4350.0,Santo,São Lázaro,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,16.5,7.0,,,,,,Bom,,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
36,4351.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,60.0,38.0,,,,,,Bom,,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
37,4352.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,56.0,25.0,,,,,,Bom,,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
38,4353.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,26.5,14.0,,,,,,Bom,,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
39,4354.0,Nossa senhora,Nossa Senhora da Conceição,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,11.0,4.5,,,,,,Bom,,[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
40,4355.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,29.0,22.5,,,,,,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
41,4356.0,Nossa senhora,Nossa Senhora da Conceição,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,17.5,6.0,,,,,,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
42,4357.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,26.0,20.0,,,,,,Bom,,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
43,4358.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,24.0,14.5,,,,,,Bom,Brasil > Minas Gerais > Diamantina,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
44,4359.0,Santa,Santa Bárbara,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,15.5,8.0,,,,,,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
45,4360.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,21.0,13.0,,,,,,Ruim,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
46,4361.0,Santa,Santana Mestra,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,14.0,8.0,,,,,,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
47,4362.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,28.0,13.0,,,,,,Bom,Brasil > Minas Gerais,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
48,4363.0,Esmoleiro,Sem título,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,20.0,10.5,,,,,,Bom,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
49,4364.0,Altar portátil,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,70.0,29.0,,,,,,Bom,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
50,4365.0,Nossa senhora,Nossa Senhora da Conceição,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,32.0,13.5,,,,,,Bom,Brasil > Minas Gerais,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
51,4366.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,124.0,60.0,,,,,,Bom,Brasil > Nordeste do Brasil,[entre 1851 e 1900],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
52,4367.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,53.5,27.0,,,,,,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
53,4368.0,Nossa senhora,Nossa Senhora da Conceição,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,22.0,8.0,,,,0.9,,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
54,4369.0,Construção pictórica religiosa,Menino Jesus,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,11.0,12.5,,,,,,Bom,Brasil > Bahia,[19-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
55,4370.0,Oratório,Sagrado Coração de Jesus,,05 Interiores > 05.5 Peça de Mobiliário,34.0,21.0,,,,,,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
56,4371.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
57,4372.0,Nossa senhora,Nossa Senhora da Conceição,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
58,4373.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
59,4374.0,Santa,Santana Mestra,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
60,4375.0,Grupo escultórico religioso,Presépio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
61,4376.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
62,4377.0,Nossa senhora,Nossa Senhora do Carmo,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
63,4378.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
64,4379.0,Construção pictórica religiosa,São Francisco de Assis,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
65,4380.0,Construção pictórica religiosa,Ecce Homo,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
66,4381.0,Construção pictórica religiosa,São Brás,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
67,4382.0,Construção pictórica religiosa,Sagrado Coração de Jesus,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
68,4383.0,Construção pictórica religiosa,Nosso Senhor do Bonfim,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
69,4384.0,Construção pictórica religiosa,São Roque,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
70,4385.0,Construção pictórica religiosa,Jesus Cristo,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
71,4386.0,Construção pictórica religiosa,Nossa Senhora Das Dores,,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
72,4387.0,Oratório portátil,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
73,4388.0,Lamparina,Sem título,,05 Interiores > 05.4 Objeto de Iluminação,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
74,4389.0,Lampião,Sem título,,05 Interiores > 05.4 Objeto de Iluminação,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
75,4390.0,Arca-cofre,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
76,4391.0,Baú de viagem,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,50.0,44.0,,,,,Couro | Madeira | Metal,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
77,4392.0,Baú de viagem,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,50.0,44.0,,,,,Couro | Madeira | Metal,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
78,4393.0,Trempe,Sem título,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
79,4394.0,Bule,Sem título,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
80,4395.0,Caldeirão,Sem título,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
81,4396.0,Panela,Sem título,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,0.0,,,,,,,Regular,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
82,4397.0,Sela,Sem título,,11 Transporte > 11.3 Acessório de Transporte Terrestre,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
83,4398.0,Raspadeira,Sem título,,06 Trabalho > 06.7 Equipamento de Pecuária,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
84,4399.0,Bruaca,Sem título,,15 Embalagens/Recipientes,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
85,4400.0,Bruaca,Sem título,,15 Embalagens/Recipientes,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
86,4401.0,Bolsa,Sem título,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
87,4402.0,Altar portátil,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
88,4403.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
89,4404.0,Crucifixo,Cristo Crucificado,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
90,4405.0,Santa,Santana Mestra,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
91,4406.0,Santa,Santa Mônica,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
92,4407.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
93,4408.0,Santo,"São Benedito de Palermo, O Negro",,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
94,4409.0,Santo,São Francisco de Assis,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
95,4410.0,Santo,São Joaquim,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0.0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
0,4411.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
1,4412.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
2,4413.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
3,4414.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
4,4415.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
5,4416.0,Santo,Santo Antônio Dos Pobres,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
6,4417.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
7,4418.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
8,4419.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
9,4420.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
10,4421.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
11,4422.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
12,4423.0,Santo,Santo Antônio,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
13,4424.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
14,4425.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
15,4426.0,Oratório,Sem título,,05 Interiores > 05.5 Peça de Mobiliário,0,,,,,,,Bom,,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
