,Número,Coleção,Título,Procedência,Data,Ano,Material/Técnica,Objeto,Dimensões,Descrição,Autor,ACERVO,URL,TAINACAN_COLECTION_ID
90,1270,Postais,Palácio do Governo,Alice Proença Monjardim (1988),,,Impressão | Papel colorido,Cartão Postal,"8,7 x 13,8 cm","Fachada do Palácio Anchieta e lateral. Na parte superior direita a inscrição ""palácio do Governo - Victória - Espirito Santo""",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
91,1271,Postais,Theatro Melpomene,Alice Proença Monjardim (1988),,,Impressão | Papel colorido,Cartão Postal,"8,8 x 13,9 cm","Vista da fachada principal e lateral direita do Teatro Melpomene. Na parte superior aparece a inscrição ""Theatro Melpomene - Victória - Espirito Santo"".",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
92,1272,Postais,Theatro Melpomene,Alice Proença Monjardim (1988),,,Impressão | Papel colorido,Cartão Postal,"8,8 x 13,9 cm","Vista da fachada principal e lateral direita do Teatro Melpomene. Vemos algumas pessoas em frente ao teatro. Na parte superior aparece a inscrição ""Victória -Theatro Melpomene"".",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
93,1273,Postais,Rua do Commércio,Alice Proença Monjardim (1988),,,Impressão | Papel colorido,Cartão Postal,"9,3 x 14 cm","Rua do Comercio. À direita o Porto dos Padres com embarcações. À esquerda o casario da rua e um bonde puxado a burro. Na parte superior aparece a inscrição ""Victória - Espírito Santo - Rua do Commercio"".",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
94,1274,Postais,Fórum de Victória,Alice Proença Monjardim (1988),,,Impressão | Papel colorido,Cartão Postal,"9,2 x 13,8 cm","Um sobrado, na parte inferior quatro portas e no superior quatro janelas-portas com sacadas. No centro superior o emblema do fórum com mastro para bandeira. Telhado de duas águas. Ladeado por outras construções. Na parte superior da foto a inscrição ""Vict",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
95,1275,Postais,Forte de São João,Não identificado,,,Impressão | Papel colorido,Cartão Postal,"8,9 x 13,8 cm","Aspecto do forte de São João denomindo curva do Saldanha, onde vemos a estrada, a linha férrea e um bonde puxado à burro com pessoas em su interior e próximo dele. Ladeando a estrada vegetação. No canto superior esquerdo aparece a inscrição "" Victória - F",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
0,1279,Reproduções Fotográficas,Barra do Triunfo,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Grupo de pessoas em frente à um casarão. Uns estão na sacada das janelas.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
1,1281,Reproduções Fotográficas,Dia de Festa,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Pequeno grupo de garotos com roupas iguais sentados na grama. A frente grande numero de homens de pé, vestidos em terno e gravata.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
2,1283,Reproduções Fotográficas,Maria Luísa R. B. Leite,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,18 x 12 cm,"Maria Luísa R. B. Leite em trajes de primeira eucaristia, rezando.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
3,1284,Reproduções Fotográficas,Sr. João Ferreira de Araújo Pinto,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,,"Sr. João Ferreira de Araújo Pinto elegantemente vestido, de pé. Segura cartola e luvas com a mão esquerda e usa uma bengala.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
4,1285,Reproduções Fotográficas,Sr. José Adhemar do Nascimento,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,18 x 12 cm,"Sr. José Adhemar do Nascimento de pé trajando paletéo escuro, colete claro, palheta e bengala.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
5,1286,Reproduções Fotográficas,Banda de Música - Barra do Triunfo,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Grupo de músicos da Barra do Triunfo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
6,1287,Reproduções Fotográficas,Família Favarato,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,18 x 12 cm,Um rapaz de pé ao lado de uma senhora sentada com vestes escuras. No outro lado da senhora um homem de pé segurando uma bengala.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
7,1288,Reproduções Fotográficas,Maria de Lourdes Rui Barbosa,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Senhorita Maria de Lourdes Rui Barbosa sentada com duas outras meninas com cestos de vime no colo. Atrás meninas de pé. Festa de caridade no pavilhão de regatas de Botafogo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
8,1290,Reproduções Fotográficas,Sr. Baptista Pereira,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,18 x 12 cm,Busto do Sr. Baptista Pereira com bigodes virados para cima. Cabelo repartido ao meio.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
9,1291,Reproduções Fotográficas,Fazenda Barra do Tiunfo,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Vista da fazenda Barra do Triunfo com duas casas de colonos e um barracão à direita. Atrás no centro a casa grande, ao fundo mata.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
10,1292,Reproduções Fotográficas,Grupo de pessoas com Rui Barbosa,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Rui Barbosa ao centro ladeados por senhoras e cavalheiros. Todos muito bem vestido.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
11,1293,Reproduções Fotográficas,Grupo Familiar,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Grupo familiar composto por 10 pessoas. Ao centro os pais ladeados pelos oito filhos (três meninas e cinco meninos),Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
12,1294,Reproduções Fotográficas,Grupo Familiar,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"grupo familiar composto por doze pessoas. À direita um senhor com barbas brancas e chapéu, os pais com trajes escuros e nove crianças.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
13,1295,Reproduções Fotográficas,Grupo de Homens,Não identificado,,,Preto e branco | Reprodução,Reprografias,18 x 12 cm,"Grupo de seis homens com livros, garrafas e outros objetos (lembram atores de circo)",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
14,1296,Reproduções Fotográficas,Grupo de pessoas em frente à um sobrado,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"grupo de pessoas em frent à um sobrado, alguns estão sentados e os do fundo em pé. Vemos duas pessoas na janela.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
15,1297,Reproduções Fotográficas,Grupo Familiar,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Grupo familiar composto de doze pessoas. Os pais estão sentados no centro da foto, a mãe segura a mão de uma crianças. Cinco estão de pé atrás e o restante sentados.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
16,1298,Reproduções Fotográficas,Grupo de pessoas em frente à um sobrado,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Grupo de pessos em frente á um sobrado. Vemos homens vestidos com ternos brancos e ao centro próximo à porta fechada, do sobrado, Índios nús sentados",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
17,1299,Reproduções Fotográficas,Ponte em Construção,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Ponte em construção sobre um rio. Vemos operários na ponte e na margem do rio.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
18,1300,Reproduções Fotográficas,Ponte em Construção,Não identificado,,,Preto e branco | Reprodução,Reprografias,,Ponte em construção sobre um rio. Vemos operários na ponte e na margem do rio.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
19,1301,Reproduções Fotográficas,Ponte em Construção,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Ponte em construção sobre um rio. Vemos operários sobre a ponte e na margem do rio uma canoa com dois homens. Ao fundo mata.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
20,1302,Reproduções Fotográficas,Estação Porto Bello,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Estação com locomotiva parada . Pessoas na estação e um homem próximo à locomotiva. No canto direito vemos parte de vegetação.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
21,1320,Reproduções Fotográficas,Paisagem Rural,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Paisagem Rural onde vemos algumas casas ladeads por mata. No primeiro plano um rio.,Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
22,1321,Reproduções Fotográficas,Paisagem Rural,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Paisagem rural onde vemos uma rua ao centro ladeadas por algumas casas. Ao fundo mata e no conto superior direito um grande rio.,Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
23,1323,Reproduções Fotográficas,Grupo em uma canoa,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Grupo de pessoas em uma canoa (homens e mulheres). Na margem do rio um homen sentado em um tronco de árvore.,Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
24,1324,Reproduções Fotográficas,Grupo em uma canoa,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Grupo em uma canoa. Barqueiros e índios com lanças.,Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
25,1325,Reproduções Fotográficas,Grupo em uma canoa,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Grupo em uma canoa às margens de um rio. Barqueiros e índios com lanças. Alguns índios usam tangas. Vemos no inicio da canoa um militar abraçado com um índio.,Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
26,1326,Reproduções Fotográficas,Grupo em frente à uma casa,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Grupo de ìndios e de homens brancos em frente à uma casa ""Gonçalves & Irmão"". Índios nus.",Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
27,1327,Reproduções Fotográficas,Grupo de Indios Botocudos,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Grupo de Indios Botocudos sentados. Dois estão de pé, à esquerda. À direita uma india de blusa branca.",Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
28,1328,Reproduções Fotográficas,Campanha Eleitoral de Rui Barbosa,Casa Rui Barbosa - RJ,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Interior de um clube em Juiz de Fora - MG. Grupo de homens e mulheres elegantemente vestidos. Ao centro vemos o sr. Rui Barbosa.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
29,1329,Reproduções Fotográficas,Grupo de pessoas em uma trem,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,grupo de operários da estrada de ferro em cima de um trem. Ao fundo morro com mata e à direita homens.,Valter Monteiro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
30,1331,Reproduções Fotográficas,Paisagem Rural,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Paisagem rural onde vemos vários barracos ladeados pela mata e por morros.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
31,1332,Reproduções Fotográficas,Ponte com barco - Vila Velha,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Uma ponte e um barco. Ao fundo um morro. Esta ponte está onde hoje funciona a Polícia Federal em Vila Velha.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
32,1333,Reproduções Fotográficas,Canteiros de obras da Ponte Florentino Avidos,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,"Canteiro de obras para a Ponte Florentino Avidos, que liga Vila Velha a Vitória. Ao fundo vemos o Penedo e a direita a Ilha de Vitória. Este local hoje funciona a Polícia Federal em Vila Velha.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
33,1335,Reproduções Fotográficas,Victória,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Vista da cidade de Vitória no inicio do século XX.,Tadeu Bianconi,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
34,1336,Reproduções Fotográficas,Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Vista da baía de Vitória antes dos aterros. Inicio do eculo XX.,Tadeu Bianconi,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
35,1337,Reproduções Fotográficas,Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,12 x 18 cm,Vista da cidade de Vitória . Ao fundo Vila Velha.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
36,1338,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Museu Solar Monjardim visto da Avenida 15 de Novembro - atual Avenida Paulino Muller.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
37,1339,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,"Década de 1940. Obras de calçamento da Avenida Vitória. À esquerda a linha do bonde, ao fundo Forte São João.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
38,1340,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Obras de calçamento da Avenida Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
39,1341,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. trecho da Avenida Vitória - Morro do Romão.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
40,1342,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Vista do Bairro de Jucutuquara. Ao fundo vemos o morro do Penedo e à esuqerda o Estádio Governador Bley - atual Escola Técnica.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
41,1343,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Vista do Bairro de Jucutuquara. À direita o Estádio Governador Bley e ao fundo o morro do Penedo,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
42,1344,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Vista do Bairro de Jucutuquara. Vemos ao centro a Igreja de São Sebatião.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
43,1345,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Vista do Bairro de Jucutuquara. Trecho da vala da Avenida 15 de Novembro - atual Avenida Paulino Muller. Ao fundo morro onde fica o Solar.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
44,1346,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,Década de 1940. Vista do Bairro de Jucutuquara. A esquerda a Avenida 15 de Novembro e ao fundo o Solar Monjardim.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
45,1347,Reproduções Fotográficas,Bairro de Jucutuquara,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,9 x 12 cm,"Década de 1940. Fachada Posterior do Solar Monjardim, tendo ao fundo a Avenida 15 de Novembro.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
46,1348,Reproduções Fotográficas,Paisagem Rural,Não identificado,,,Preto e branco | Reprodução,Reprografias,18 x 24 cm,Vista de uma mata.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
47,1349,Reproduções Fotográficas,Rua Nestor Gomes,Arquivo Público de Vitória (Negativo) - 14/12/1990,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Rua Nestor Gomes - Concluída. Vista da praça João Climaco com o coreto. Ao fundo o prédio da Assembléia Legislativa.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
48,1350,Reproduções Fotográficas,Rua Nestor Gomes,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Vista da abertura da Rua Nestor Gomes. À esquerda a praça João Climaco.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
49,1351,Reproduções Fotográficas,Escadaria Maria Ortiz,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Vista da Antiga Ladeira do Pelourinho - atual escadaria Maria Ortiz, quando recém inaugurada. Ao fundo palmeiras e uma casa colonial.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
50,1352,Reproduções Fotográficas,Escadaria Maria Ortiz,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",70.0,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
51,1353,Reproduções Fotográficas,Escadaria Cleto Nunes,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Escadaria Cleto Nunes rconcluída, vista da Avenida República.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
52,1354,Reproduções Fotográficas,Escadaria Cleto Nunes,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Antiga Ladeira antes das obras de execução da Escadaria Cleto Nunes, vista da Avenida República.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
53,1355,Reproduções Fotográficas,Rua Gama Rosa,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Vista da Rua Gama Rosa sendo remodelada. Vemos o casario e homens trabalhando no calçamento.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
54,1356,Reproduções Fotográficas,Rua Gama Rosa,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Vista da Rua Gama Rosa depois de concluída. Ao fundo do morro a Igreja do Rosário.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
55,1357,Reproduções Fotográficas,Ladeira de São Bento,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Ladeira de São bento depois de concluída. Vemos casario e homens descendo a ladeira. Morro ao fundo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
56,1358,Reproduções Fotográficas,Ladeira de São Bento,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Ladeira de São bento em construção. Vemos casario e morro ao fundo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
57,1359,Reproduções Fotográficas,Ponte sobre o Rio Doce,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. ponte sobre o Rio Doce em construção. Vemos alguns operários trabalhando sobre a ponte.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
58,1360,Reproduções Fotográficas,Ponte sobre o Rio Doce,Não identificado,,,Preto e branco | Reprodução,Reprografias,,Década de 1924-1928. ponte sobre o Rio Doce em construção. Ao fundo uma mata.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
59,1361,Reproduções Fotográficas,Ponte de Vitória (5 Pontes),Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Ponte de Vitória em construção. Vê-se canteiro de obras, estruturas de ferro (três vãos já colocados). Ao fundo a cidade de Vitória.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
60,1362,Reproduções Fotográficas,Ponte de Vitória (Ponte Seca),Não identificado,,,Preto e branco | Reprodução,Reprodução,"18 x 24,5 cm","Década de 1924-1928. Parte da Ilha de Vitória, ligando o centro à ilha do Principe. Draga à esquerda recalca a areia para um dos aterreos de acesso. Ao centro Ponte Florentino Avidos (Ponte Seca).",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
61,1363,Reproduções Fotográficas,Avenida Capichaba,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Avenida capichaba depois de aberta, vista do alto do morro do Forte São João.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
62,1364,Reproduções Fotográficas,Mercado da Capichaba,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Preparação do tereno para a construção do mercado da Avenida Capichaba. Ao fundo casario e o morro. Do lado esquerdo trilhos de bonde.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
63,1365,Reproduções Fotográficas,Avenida Capichaba,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Vistas das obras de abertura da Avenida Capichaba. Ao centro homens trabalhando, à direita casario e do lado esquerdo a baía de Vitória.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
64,1366,Reproduções Fotográficas,Cais do Porto,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Avenida Beira Mar, no fundos do Mercado Novo (atual Avenida Princesa Isabel). À esquerda barcos atracados no cais.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
65,1367,Reproduções Fotográficas,Cais do Porto,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Atual Avenida Beira Mar em construção. Ao fundo barcos e navios ancorados. À frente homens sobre trilhos.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
66,1368,Reproduções Fotográficas,Cais do Porto,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. aspecto do Cais do Porto de Vitória, depois dos trabalhos de aterro, à frente um grande galpão e à direita casario.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
67,1369,Reproduções Fotográficas,Armazéns do Porto,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspectos dos Armazéns do Porto de Vitória em construção.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
68,1370,Reproduções Fotográficas,Armazéns do Porto,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspectos dos Armazéns do Porto de Vitória em construção.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
