,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões,Material/Técnica,Data de produção,Local de produção,Estado de conservação,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
36,1977.16.218,Fotografia,"Villa-Lobos com Marina de Pádua, esposa do diplomata Jayme de Barros",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
37,1977.16.229,Fotografia,"Villa-Lobos e Dr. Stuart Quan, seu médico",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
38,1977.16.236,Fotografia,Villa-Lobos fumando cigarro,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
39,1977.16.260,Fotografia,"Da dir. para esq., de pé: Villa-Lobos, Gilberto Amado, Marina e Jayme de Barros; sentados: Olga Praguer Coelho e Andrés Segóvia",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
40,1977.16.299,Fotografia,"Nancy Quan, esposa do Dr. Quan médico de Villa-Lobos, Sonia Maria Strutt e Arminda",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
41,1977.16.303,Fotografia,Villa-Lobos e Arminda,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
42,1977.16.310,Fotografia,Sonia Maria Strutt ao piano junto com orquestra,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
43,1980.16.171,Fotografia,Pablo Casals,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “A Heitor Villa-Lobos avec mon amitié à l’homme et mon admiration au grand musucien . Xalapa, janvier 1959”.",,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
44,1982.16.010,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
45,1982.16.087,Fotografia,"Villa-Lobos, sua sobrinha Sonia Maria Strutt e Dora Vasconcellos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
46,1980.16.157,Fotografia,"Da dir. para esq.: Arminda, Marina de Barros, esposa do embaixador Jayme de Barros, não identificada, a pianista Sonia Maria Strutt, sobrinha de Arminda, a soprano Bidú Sayão e Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
47,1982.16.046,Fotografia,Villa-Lobos e Arminda,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
48,1977.16.217,Fotografia,Villa-Lobos com o diplomata Jayme de Barros e Bidu Sayão,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
49,1977.16.219,Fotografia,Villa-Lobos e não identificadas,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
50,1977.16.220,Fotografia,"Da dir. para esq.: Bidu Sayão, o diplomata Jayme de Barros, Arminda, Villa-Lobos, Carleton Sprague Smith, Marina de Pádua Barros (esposa de Jayme de Barros), Olga Praguer Coelho",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
51,1977.16.221,Fotografia,"Villa-Lobos, Arminda, Sonia Maria Strutt e Nancy Quan, esposa do Dr. Stuart Quan, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
52,1977.16.222,Fotografia,"Villa-Lobos, Arminda, Sonia Maria Strutt e Nancy Quan, esposa do Dr. Stuart Quan, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
53,1977.16.223,Fotografia,"Villa-Lobos, Arminda, Sonia Maria Strutt e Nancy Quan, esposa do Dr. Stuart Quan, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
54,1977.16.224,Fotografia,"Sonia Maria Strutt, Dr. Stuart Quan médico de Villa-Lobos, sua esposa Nancy e Arminda, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
55,1977.16.225,Fotografia,"Villa-Lobos e Arminda com Sonia Maria Strutt, Nancy e Dr. Stuart Quan médico de Villa-Lobos, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
56,1977.16.226,Fotografia,"Villa-Lobos e Arminda no Alrae Hotel, sua residência em Nova York",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
57,1977.16.227,Fotografia,"Marina de Pádua e seu marido, embaixador Jayme de Barros, amigos do casal Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
58,1977.16.230,Fotografia,"Villa-Lobos e Nancy Quan, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
59,1977.16.259,Fotografia,"Nancy Quan - esposa do Dr. Stuart Quan, médico de VL - e a pianista Sonia Maria Strutt - sobrinha de Arminda -, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
60,1977.16.283,Fotografia,"Villa-Lobos, Arminda e não identificado, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
61,1977.16.297,Fotografia,Arminda e não identificados,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
62,1977.16.300,Fotografia,Villa-Lobos e Arminda,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
63,1977.16.301,Fotografia,"Walter Burle Marx, de óculos, Olga Praguer Coelho, de vermelho, e outros não identificados",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
64,1977.16.302,Fotografia,"Arminda e Sonia Maria Strutt no Alrae Hotel, residência do casal Villa-Lobos em Nova York",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,EUA > Nova York,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
65,1977.16.304,Fotografia,"Arminda e Nancy Quan, esposa do Dr. Quan médico de Villa-Lobos. Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,"Nota de pesquisa: Existe dúvida se é Nancy Quan, esposa do Dr. Stuart Quan - médico de Villa-Lobos - ou Paloma, esposa de Milne Charnley - pianista acompanhador de Bidú Sayão.",,Fotografia em preto e branco; papel,1959,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
66,1977.16.305,Fotografia,"Sonia Maria Strutt, Nancy Quan, Villa-Lobos e Arminda. Alrae Hotel, residência do compositor em Nova York",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
67,1977.16.307,Fotografia,"Nancy Quan, esposa do Dr. Quan - médico de Villa-Lobos - e Sonia Maria Strutt. Alrae Hotel, residência do compositor em Nova York",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
68,1977.16.308,Fotografia,"Nancy Quan, esposa do Dr. Quan - médico de Villa-Lobos - e Sonia Maria Strutt. Alrae Hotel, residência do compositor em Nova York",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
69,1980.16.163,Fotografia,Villa-Lobos fumando charuto e segurando queixo com cotovelo sobre partitura,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
70,1982.16.156,Fotografia,"Arminda, o embaixador Jayme de Barros, sua esposa Marina com o bolo, Sonia Maria Strutt e Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
71,1983.16.011,Fotografia,"Arminda, Sônia Maria Strutt e Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
72,2002.16.023,Fotografia,Villa-Lobos e Arminda,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
73,2002.16.057,Fotografia,Villa-Lobos e a soprano Bidú Sayão,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
74,2003.16.123,Fotografia,Arminda Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
75,2003.16.124,Fotografia,Arminda Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
76,2003.16.125,Fotografia,Arminda Villa-Lobos diante de piano,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1959,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
77,2009.16.007,Fotografia,"Villa-Lobos e seu médico Dr. Stuart Quan, no Alrae Hotel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia colorida; papel,1959,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
78,2008.16.077,Fotografia,"Inauguração do busto de Villa-Lobos, no Ministério da Cultura",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1960,Brasil > Brasília,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
79,2008.16.064,Fotografia,Arminda em sua residência,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[196-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
80,2002.16.025,Fotografia,"Arminda, [em sua residência], colocando disco de vinil na vitrola. Em cima do móvel foto de Villa-Lobos e caixa de charutos. Na parede várias fotos de Villa-Lobos e personalidades",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1970,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
81,2002.16.026,Fotografia,"Arminda, [em sua residência], tomando cafezinho. Na parede várias fotos de Villa-Lobos e personalidades",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1970,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
82,1982.16.093,Fotografia,Arminda e Arthur Rubinstein,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[197-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
83,1982.16.094,Fotografia,Arminda e Arthur Rubinstein,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[197-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
84,1982.16.104,Fotografia,"Geysa Gonzaga de Boscoli, teatrólogo, escritor, jornalista, compositor e sobrinho de Chiquinha Gonzaga",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[197-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
85,2002.16.024,Fotografia,Arminda com o rosto encaixado em painel com desenho de mulher vestida com duas peças,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1971,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
86,1985.16.017,Fotografia,Bidu Sayão,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória para a mãe de Arminda “Para a melhor mãezinha do Brasil, D. Hermenegilda, com um beijo da Bidu. Rio, 1973”.",,Fotografia em preto e branco; papel,1973,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
87,1982.16.048,Fotografia,"Zuga - apelido de Jorge Rangel -, padrinho de Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,"No verso, dedicatória “Ao Maestro Villa-Lobos, em lembrança de sua passagem por Santos, ofereço este retrato de seu padrinho Zuga, meu irmão, que nas traquinices do afilhado querido, fabricava as primeiras manifestações do gênio, fadado para glória. Santos, 1 out 1957 [dúvida no ano]. Robson Rangel”.",,Fotografia em preto e branco; papel,[189-?],Brasil > Rio de Janeiro,Ruim,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
88,1982.16.135,Fotografia,Ernesto Nazareth,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[190-?],Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
89,1982.16.169,Fotografia,Chiquinha Gonzaga,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[190-?],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
90,2002.16.102,Fotografia,"Grupo de jovens em frente a uma cascata, entre eles Villa-Lobos, mais à esq. na foto, de roupa clara, junto a quatro moças",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[190-?],,Ruim,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
91,2002.16.105,Fotografia,"Villa-Lobos, o último à direita, com a mão na cintura, junto a um grupo não identificado",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[190-?],,Ruim,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
92,2008.16.079,Fotografia,"Da esq p/ dir: Donga, não identificado, João Pernambuco e Pixinguinha",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[190-?],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
93,2008.16.078,Fotografia,João Pernambuco (sentado com violão apoiado na perna) com um grupo de Chorões não identificados,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[190-?],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
94,2003.16.120,Fotografia,Arminda Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[ca. 1975],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
95,2003.16.121,Fotografia,Arminda Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[ca. 1975],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
0,2003.16.122,Fotografia,Arminda Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[ca. 1975],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
1,2004.16.142,Fotografia,Fotolito - “Festivais de Obras de H. Villa-Lobos”,Não identificado,10 Comunicação > 10.1 Documento,"De cima para baixo e da esquerda para direita: Guiomar Novaes, Antonieta Rudge, Souza Lima, Villa-Lobos, Maurice Raskin, Cesira Monnosi, Lucília Villa-Lobos e Annita Gonçalves.Informações do impresso “Theatro Municipal. Dias 25 e 16 de novembro às 21 horas. Festivaes de Obras de H. Villa-Lobos. Interpretadas pelos mais notáveis artistas que se encontram atualmente em São Paulo prestando uma homenagem a Villa-Lobos na sua despedida do Brasil”.",,Fotografia em preto e branco; papel,[entre 1930 e 1931],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
2,2004.16.143,Fotografia,Rerprodução em papel fotográfico de fotolito de impresso de divulgação para “Festivaes de Obras de H. Villa-Lobos”,Não identificado,10 Comunicação > 10.1 Documento,"De cima para baixo e da esquerda para direita: Guimar Novaes, Antonieta Rudge, Souza Lima, Villa-Lobos, Maurice Raskin, Cesira Monnosi, Lucília Villa-Lobos e Annita Gonçalves.Informações do impresso “Theatro Municipal. Dias 25 e 16 de novembro às 21 horas. Festivaes de Obras de H. Villa-Lobos. Interpretadas pelos mais notáveis artistas que se encontram atualmente em São Paulo prestando uma homenagem a Villa-Lobos na sua despedida do Brasil”.",,Fotografia em preto e branco; papel,[entre 1930 e 1931],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
