,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
1,52,Imagem de santo,Santa Bárbara,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, com a cabeça erguida e olhos direcionados à frente. Braço esquerdo flexionado junto ao peito, onde aperta a mão; braço direito flexionado para o lado, com a mão segurando um ostensório raionado com a inscrição “JHS”. Vestida de túnica azul com motivos florais; corpete rosa; manto azul e verde com motivos florais; véu verde. Base circular vermelha. A imagem encontra-se encaixada em uma base maior, de formado retangular, azul, com pintura frontal de flores; possui em cada lateral uma escadaria e do lado direito, uma torre quadrada, de janelas pintadas com cobertura piramidal com pintura imitando telhas.","41,0"," 29,0 ","14,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
2,51,Imagem da Virgem Maria,Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, de cabeça erguida, com olhos direcionados à frente; Braços flexionados à frente, com as mãos postas. Pés com os dedos à vista. Vestida de túnica verde, cingida por cinto branco com listras pretas, com ponta despontada à frente; capa verde escura, de forro vermelho. Base circular vermelha, com quatro cabeças de anjos, com suas asas verdes.","32,5"," 12,5 ","11,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
3,50,Imagem de santo,Nossa Senhora do Rosário/Santa Ifigênia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de tez negra, de pé, em posição frontal, de cabeça erguida, com olhar direcionado à frente. Braço direito flexionado á frente, com a mão sustentando uma igrejinha; braço esquerdo sustentando o Menino Jesus, assentado e nu, com a mão direita de abençoar. Vestida de túnica preta cingida na cintura, manto preto, ambos com as bordas serrilhadas; véu branco curto, deixando parte dos cabelos, em mechas de volutas, à mostra. Base atributiva em nuvens com três cabeças de anjos.","25,5","9,0 ","8,0",,,entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
4,49,Imagem de santo,São Joaquim,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de um ancião, de pé, em posição frontal, com a cabeça erguida e olhos direcionados à frente; calvo, com cabelos laterais e por trás, em mechas sinuosas; de bigode fino e barba longa, terminada em duas volutas. Braço direito à frente, levemente flexionado, com a mão de segurar; braço esquerdo flexionado, com mão segurando um livro de capa verde, fechado, apoiado sobre uma dobra do manto. Perna direita dobrada e a esquerda de apoio; pés em ângulo, calçados em sapatos pretos. Vestido de túnica vermelha, cingida, com gola verde recortada e dobrada; manto azul, de forro vermelho, cobrindo o lado inferior direito do corpo e enrolado no ombro e braço esquerdo. Base quadrada, alta, de quinas chanfradas, marmorizada em azul, vermelho e branco.","31,0"," 15,5 ","10,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
5,48,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal; cabeça erguida, com tonsura rodeada por mechas escuras de cabelos. Só tem o toco do braço direito; braço esquerdo flexionado à frente, com a mão sustentando um livro fechado, no qual se assenta o Menino Jesus nu. Pés em ângulo suave. Vestido de hábito marrom, com a túnica e sobre-túnica cingida por cordão terminado em ponta pendente à esquerda, com três nós; murça e capuz. Base hexagonal, em marrom.","9,5"," 3,5 ","3,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
6,46,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal; cabeça erguida, com ampla tonsura rodeada por mechas de cabelos marrons. Braços flexionados à frente, com a mão esquerda sustentando um livro vermelho fechado, no qual se assenta o Menino Jesus, nu, com a mão esquerda segurando um globo azul. Vestido de hábito marrom, com a túnica e sobre-túnica cingida por cordão com a ponta (pintada) pendente pela esquerda; capuz por trás. Base retangular, de quinas chanfradas, em vermelho e marrom.","28,5"," 10,0 ","7,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
7,45,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal; cabeça erguida, com tonsura rodeada por mechas marrons de cabelos. Braço direito flexionado lateralmente, com a mão de segurar; braço esquerdo flexionado à frente, com a mão sustentando um livro vermelho fechado. Perna direita levemente dobrada, e a esquerda reta; pés em ângulo. Vestido de hábito marrom, com a túnica e sobre-túnica cingida por cordão; murça e capuz. Base quadrada, de quinas chanfradas, em vermelho.","19,0"," 8,0 ","5,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
8,44,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal; cabeça erguida, com tonsura ao alto. Braços flexionados à frente, com a mão direita fechada, sem a mão esquerda. Pernas ocultas; pés paralelos. Vestido de hábito preto, com a túnica e sobre-túnica cingida por cordão terminado em ponta pendente com nós e borla; murça, capa e capuz. Base em escócia, com centro em gomos, com a parte inferior e a superior emoldurada.","12,0"," 4,0 ","3,2",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
9,43,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal; cabeça erguida, com ampla tonsura rodeada por mechas escuras de cabelos. Braços flexionados à frente, com a mão direita fechada junto ao peito, e a mão esquerda sustentando um livro fechado, com pino para encaixe do Menino. Perna direita dobrada, com a ponta do pé à vista, calçado por sandália; perna esquerda oculta. Vestido de hábito marrom, com a túnica e sobre-túnica cingida por cordão terminado em ponta pendente à esquerda, com nós e borla; murça e capuz. Base circular, em azul.","22,0"," 10,0 ","8,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
10,42,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal; cabeça erguida, com tonsura rodeada por mechas marrons de cabelos. Braços flexionados à frente, com a mão direita fechada, e a esquerda sustentando um livro. Vestido de hábito marrom, com a túnica, murça, capa e capuz. Base arredondada, em laranja.","10,0"," 4,0 ","2,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
11,41,Imagem de santo,São Domingos de Gusmão,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, jovem, de pé, em posição frontal; cabeça erguida, com tonsura rodeada por mechas retas de cabelos. Braço esquerdo flexionado à frente, com a mão segurando um livro fechado; só tem o toco do braço direito. Vestido de hábito com a túnica cingida por cinto; escapulário estreito e reto; murça, capa capuz por trás. Base retangular, emoldurada e frisada.","26,0"," 10,0 ","6,5",,,entalhe | madeira | pedra sabão,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
12,40,Imagem da Virgem Maria,Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, de cabeça erguida, com olhos direcionados à frente; cabelos pretos compridos. Braços flexionados à frente, com as mãos postas junto ao peito. Vestida de túnica amarela e manto azul de forro vermelho. Não tem base.","19,5"," 6,5 ","4,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
13,39,Imagem de santo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, jovem, de pé, em posição frontal; cabeça erguida, com ampla tonsura rodeada por mechas de cabelos em volutas. Braço direito flexionado à frente, sem a mão; braço esquerdo flexionado, mão sustentando um livro fechado, no qual se assenta o Menino Jesus, nu, com a mão direita de abençoar e a esquerda segurando um globo azul. Vestido de hábito com a túnica branca, sobre-túnica verde, com cordão com três nós pendentes pela esquerda; murça e capuz marrons. Base elíptica, em vermelho.","25,5"," 10,5 ","8,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
14,38,Escultura religiosa,São Benedito,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de tez negra, de pé, em posição frontal, com a cabeça erguida, com olhos direcionados à frente; cabelos ralos, encaracolados. Braços flexionados à frente, sem a mão direita; a esquerda segura dobra da túnica, onde se encontra um buquê de flores vermelhas. Perna direita flexionada e a esquerda de apoio; com os pés em ângulo, ficando à vista somente os dedos. Vestido de hábito preto, com túnica e sobre-túnica, com padronagem em flores douradas estilizadas; com duplo cordão dourado à cintura; murça estreita de contorno frisado; capuz de contorno frisado caído por trás. Base retangular vermelha, com as quinas dianteiras chanfradas.","25,5"," 9,0 ","6,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
15,37,Imagem de santo,São Benedito,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de tez negra, de pé, em posição frontal, com a cabeça erguida, com olhos direcionados à frente; cabelos ralos, encaracolados, boca de lábios vermelhos. Braços flexionados à frente, com a mão direita segurando um guardanapo enrolado; e a esquerda segurando dobra da túnica, onde se encontra um buquê de flores (ou pães). Pernas retas, com os pés quase paralelos, calçados em sandálias de duas tiras. Vestido de hábito preto, com túnica e sobre-túnica, cingidas por cordão dourado, com ponta em nós despontada à esquerda; murça e capuz pretos. Base quadrangular irregular, com as quinas chanfradas.","29,0"," 12,5 ","8,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
16,36,Imagem de santo,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de joelhos, em posição frontal, com a cabeça levemente inclinada à esquerda, de olhos abaixados. Cabelos curtos, em mechas grossas, de bigode e barba em duas pontas. Possuí um chapéu preto jogado por trás. Braço direito flexionado sobre o peito, onde comprime a mão aberta. Braço esquerdo estendido lateralmente, com a mão apoiada sobre uma elevação marrom de faces quadriculadas. Pernas dobradas. Vestido de túnica azul claro e manto azul escuro, que cobre o lado esquerdo do corpo. Base semicircular, irregular, em vermelho.","22,5"," 13,5 ","8,0",,,barro | modelagem | policromia | queima | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
17,35,Imagem de menino Jesus,Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura de um menino, nu, em posição frontal, de cabeça reta, cabelos curtos, penteados. Braço esquerdo estendido rente ao corpo, com a mão aberta sobre a coxa da perna; braço direito flexionado à frente, de mão fechado junto ao ventre. Pernas retas e juntas, com os pés paralelos.","13,0"," 4,5 ","3,0",,,entalhe | madeira | pintura | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
18,34,Escultura religiosa,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de cabelos compridos, bigode e barba, de joelhos, em posição frontal, com a cabeça levemente inclinada à frente, de olhos abaixados. Braços flexionados à frente, com as mãos segurando uma caixa amarela, apoiada sobre a coxa da perna esquerda. Pernas dobradas, a da direita com o joelho apoiado no chão. Vestido de túnica vermelha e murça amarelo, de arminho; calção azul e botas pretas. Sobre uma base retangular de madeira.","12,5"," 7,5 ","10,0",,,cera | modelagem | policromia madeira | recorte | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
19,33,Escultura religiosa,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de tez negra, de joelhos, em posição frontal, com a cabeça erguida, coroada. Braços flexionados à frente, de mãos postas. Pernas dobradas, a da direita com o joelho apoiado no chão. Vestido de túnica azul, com murça branca, em pele de animal; capa vermelha; calção preto e sapatos alaranjados.","11,0"," 6,8 ","8,5",,,cera | modelagem | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
20,32,Imagem de santo,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de joelhos, em posição frontal, com a cabeça levemente inclinada à frente, de olhos abaixados. Cabelos compridos, marrons, de bigode e barba. Braço direito flexionado sobre o peito, onde comprime a mão aberta. Braço esquerdo flexionado à frente, sem a mão. Pernas dobradas, com os joelhos apoiados no chão. Vestido de túnica azul claro, com detalhes dourados; manto dourado, de forro azul.","12,5"," 9,0 ","5,5",,,barro | douramento | modelagem | ouro | policromia | queima | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
21,31,Imagem da Virgem Maria,Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de joelhos, em posição frontal, com a cabeça erguida. Braços cruzados sobre o peito, de mãos abertas. Pernas dobradas, com os joelhos apoiados no chão. Vestida de túnica azul claro, com detalhes dourados; manto azul escuro, de forro vermelho, com ramos, estrelas e confetes dourados; um véu bege e curto sobre a cabeça.","12,5"," 9,5 ","5,0",,,barro | douramento | modelagem | ouro | policromia | queima | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
22,30,Imagem de santo,São Francisco de Paula,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal, com cabeça voltada à direita, de olhos abaixados; com cabelos, bigode e barba de estrias ralas. Braços estendidos à frente, sem a mão direita e parte da mão esquerda erguida. Perna direita dobrada e a esquerda de apoio; pés em ângulo. Vestido de hábito preto, com cogulas e escapulário largo, arredondado na barra, seguros por duplo cordão com rosário pendente á frente; capuz sobre a cabeça. Base quadrada em vermelho.","21,0"," 11,0 ","6,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
23,29,Forro pintado,São Manoel,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Forro quadrangular com pintura representando São Manoel, dentro de uma tarja envolvida por concheados, com frontão e flores, com guirlandas de flores laterais; sustentação em quatro pilastras curvas ligadas aos cantos, onde são arrematadas por rocalhas. O santo encontra-se de pé, em meio-perfil, com a cabeça voltada à esquerda, para onde dirige os olhos. Tem as mãos postas à frente. Vestido por um perizônio branco, com laço despontado à esquerda. Possuí um cravo enfiado em cada ouvido e dois outros cravejados no peito. Um anjo envolvido por nuvens, na parte superior, lhe põe uma coroa de flores sobre a cabeça. Fundo em tons vermelho e azul. Forro guarnecido por uma cimalha estreita, em marmorizado azul com frisos vermelhos.",," 325,0 ",,,,pintura sobre madeira,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
24,28,Retábulo,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Retábulo de mesa retangular, abaulada, com pintura de flores entre ramos cruzados, cercados por motivos fitomorfos, concheados e cabeças de anjos; laterais marmorizadas. Socos laterais em molduras reentrantes e marmorizado azul. Banqueta reta, marmorizada de azul, emoldurada, com frisos dourados e vermelhos. Registro inferior em recortes curvos, emoldurado, com pintura central de uma custódia entre nuvens, raionada e dourada. Sustentação em par de pilastras retas, emolduradas, de enquadramento azul, com frisos dourados e pinturas de rocalhas vermelhas. Intercolúnio com pedestais providos de coifas, decorados em concheados, rocalhas, angras e acantos, com pintura de cortinado vermelho, decorado por flores. Entablamento em marmorizado vermelho, com frisos dourados. Coroamento em arco emoldurado, com pintura de rocalhas, fecho em mísula, e cantos com pintura de rocalhas e entalhe de cês dourados. Trono em forma de nicho retangular, envidraçado, com molduras de frisos dourados e pintura de rocalhas. Interior com pintura de motivos florais.","370,0"," 300,0 ","140,0",,,douramento | entalhe | madeira | ouro | policromia | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
25,27,Imagem de santo,Santana Mestra,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Conjunto escultórico com duas figuras femininas: Santana, assentada, em posição frontal, com a cabeça levemente à direita, de olhos abaixados; cabelos compridos, em estrias grossas. Braço esquerdo estendido lateralmente, com a mão sobre o ombro da outra figura; braço direito flexionado à frente, mão segurando o livro. Pernas dobradas, com os pés em ângulo calçados por sapatos. Vestida de túnica, manto e véu sobre a cabeça. Nossa Senhora Menina, de pé á direita, em posição frontal, com a cabeça inclinada á frente, de olhos direcionados para o livro; cabelos penteados e separados ao meio. Braços flexionados à frente, a mão direita com indicador apontado para o livro; mão esquerda sustentado o livro. Pernas retas, ocultas. Vestida de túnica e manto. Base retangular, alta, de quinas chanfradas.","25,5"," 18,0 ","13,0",,,entalhe | madeira,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
26,26,Imagem de santo,Santana Mestra,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Conjunto escultórico com duas figuras femininas: Santana, assentada, em posição frontal, com a cabeça levemente à esquerda, de olhos abaixados. Braço direito estendido lateralmente, com a mão sobre o ombro da outra figura; braço esquerdo flexionado sobre o colo, mão segurando o livro. Pernas dobradas, com os pés em ângulo. Vestida de túnica vinho, com detalhes dourados na barra, gola e punhos; manto marrom com pontos brancos; véu marrom sobre a cabeça. Cadeira vermelha, de espaldar inclinado, com recorte semicircular ao alto, pernas e travessas retas. Nossa Senhora Menina, de pé á esquerda, em perfil, com a cabeça erguida, olhos direcionados para o livro; cabelos compridos. Braços flexionados à frente, a mão direita com indicador apontado para o livro; mão esquerda sustentado o livro. Perna direita dobrada e a esquerda oculta. (continua OBS)","16,5"," 14,5 ","9,0",,,barro | modelagem | policromia | queimadura | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
27,25,Lanterna processional,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Lanterna de formato cilíndrico, mais larga ao meio, onde apresenta uma porta; decoração em furos formando desenhos geométricos com círculos. Três alças de recortes curvos. Parte inferior mais estreita e lisa. Parte superior também estreita, com furos, aberturas retangulares (suspiros) e arremate em pináculo torneado.","55,0",,,"15,0",,folha de flandres | recorte,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
28,24,Imagem de santo,São Caetano,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal, de cabeça erguida, levemente à esquerda, com os olhos abaixados; cabelos curtos, em mechas laterais, com tonsura circular ao alto; bigode e barba longa, em mechas sinuosas, com escavado abaixo do queixo; boca entreaberta. Braços articulados nos ombros e cotovelos, com as mãos de dedos dobrados. Tem a perna direita dobrada e a esquerda reta; pés em ângulo suave, calçados em sapatos pretos com fivelas. Vestido com hábito de tecido, com batina preta e roquete branca. Base em escócia vermelha, emoldurada, com estrangulamento ao meio e quinas dianteiras chanfradas.","40,0"," 10,5 ","9,0",,,costura | entalhe | madeira | pintura tecido,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
29,23,Castiçal de altar,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal de base em recortes curvos, delimitados por “cês”, angras e volutas, com enrolamentos nos pés e virgulado ao centro. Coluna em duas curvas divergentes, formadas por “cês”, com enrolamentos ao meio e volutas nos extremos. Arandela em forma de uma tulipa, com enrolamentos laterais e lingüeta à frente. Bocal em forma de taça bojuda.","60,0"," 21,0 ","10,0",,,entalhe | madeira,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
30,22,Cruz,,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cruz verde com as traves em formato de tronco desgalhado, com os nós ressaltados. Base de formato piramidal, com a parte inferior mais larga, em frisos escalonados e arredondados, pintados em verde, vermelho e azul.","53,0"," 26,0 ","16,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
31,21,Castiçal de altar,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal de base em recortes curvos, delimitados por “cês”, angras e volutas, com enrolamentos nos pés e virgulado ao centro. Coluna em duas curvas divergentes, formadas por “cês”, com enrolamentos ao meio e volutas nos extremos. Arandela em forma de uma tulipa, com enrolamentos laterais e lingüeta à frente. Bocal em forma de taça bojuda. Parte traseira pintada de vermelho.","56,0"," 22,5 ","8,5",,,entalhe | madeira | pintura | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
32,20,Imagem de santo,[Santa?],Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, de cabeça erguida, com olhar direcionado à frente. Braços flexionados à frente, sem as mãos. Pernas retas e pés em ângulo, calçados por sapatos pretos. Vestida de hábito com túnica e escapulário pretos, com decoração em motivos florais dourados; coifa e modestino verdes; capa amarela, presa por firmal; véu preto com confetes dourados. Base retangular, de quinas chanfradas, com marmorizado verde.","28,0"," 11,0 ","8,0",,,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
33,19,Hissope,,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Hissope de haste cilíndrica, frisada, tendo um dos extremos terminado em esfera, de metade inferior em vários furos.",,,,"4,5",,fundição | latão,Brasil,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
