,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - peso,Dimensões - largura,Dimensões - espessura,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
23,83.07,Balança de dois pratos,Balança de mão,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Peça composta de um braço, fiel superior. Dois pratos suspensos.",21,,18,,cordão de algodão | metal,Brasil > Cachoeira do Carmo,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
24,83.06,Lanterna,Lanterna de carbureto,Sem Autor,05 Interiores > 05.4 Objeto de Iluminação,"Corpo cilíndrico com a parte superior se ajustando à parte inferior por encaixe. A parte inferior possui um bico por onde sai a labareda e alça que ultrapassa a parte superior fixa lateralmente por rebite, movimentando-se para trás. A parte superior possui um bico, um botão e um reforço horizontal ao corpo formando duas linguetas excedentes. Estas linguetas se encaixam numa reentrância existente na alça. A alça possui uma barra no sentido horizontal e, ao meio desta, um parafuso que serve para fechar e fixar todas as partes da lanterna. Ainda na alça, um gancho.",25,,10,14,metal,Brasil,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
25,83.05,Bateia,Bateia,Sem Autor,06 Trabalho > 06.6 Equipamento de Mineração,Forma cônica de grande diâmetro (borda circular).,18,,57,,cedro | madeira,Brasil,[19-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
26,83.04,Salva,Salva,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo circular, com borda alteada e virada. Possui três pés terminados em garra, lavrado na parte superior em motivos fitomórficos. Os pés recebem tratamento em relevo. Na borda frisos em fantasia.","6,5",,38,,prata,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
27,83.03,Bandeja,Taça,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo circular, ligeiramente côncavo, sobre base. O corpo circular se apresenta em cloisonné: frente/ sobre fundo preto motivos fitomórficos e zoomorfos, orlado em fantasia policromica, verso/fundo azul com pequenas espirais. O restante da peça é em metal assim trabalhado: orla/vazada em círculo/ dois grifos sustentam a barra central e a prende à base. Essa vazada, com dois frisos, quatro flores, quatro cabeças de elefante, e no intervalo destas, curvas e volutas.",12,,33,27,metal,China,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
28,83.02,Busto,ANDRÉ REBOUÇAS,Rodolfo Bernadelli,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Base retangular. Contorno irregular. Apresenta-se de frente. Paletó, colete, camisa de gola assentada, gravata em fita amarrada em laço.",54,,58,38,bronze | metal,Brasil > Rio de Janeiro,1929,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
29,83.25,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
30,83.26,Cachimbo,Cachimbo,Sem Autor,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Fornilho de barro, boca larga, decorado com pequenas incisões. Piteira de taquara, cordão fino de fibra natural.",4,,21,,argila,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
31,83.27,Gargalheira,Gargalheira,Sem Autor,13 Castigo/Penitência > 13.2 Instrumento de Castigo,Dois arcos. Numa extremidade: os arcos terminam em alça e em orifício que se encaixam a alça e permitem o movimento de abrir/fechar. Na outra extremidade: os arcos formam duas argolas fixas.,25,,15,,ferro,Brasil > Cachoeira do Carmo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
32,83.28,Algema,Algema,Sem Autor,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Dois semi-arcos, articulados, que se fecham por parafuso. Corrente formada por três argolas.",22,,8,,ferro,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
33,83.29,"Bandeira do Reino Unido de Portugal, Brasil e Algarves","Bandeira do O Reino Unido de Portugal, Brasil e Algarves",Sem Autor,08 Insígnias,"Bandeira envolta em moldura de vidro transparente, com  madeira marrom. A bandeira faz alusão ao Reino Unido de Portugal, Brasil e Algarves, seu material é algodão artesanal. Suas cores são: azul-marinho, rosa e bege. Internamente a bandeira está segura por suporte dando uma sensção que há uma segunda moldura.","1,1",,"1,64","0,1",tecido algodão,,s.d.,não habilitado,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
34,83.30a,Terrina,Terrina,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cirular, abaulando-se, estreitando-se na parte inferior e terminando em pequeno suporte circular. Duas alças laterais em formato de semi-círculo fechado, com ranhuras em intervalos regulares. Fundo branco, decorado em azul por motivo paisagístico horizontal e estreita tarja superior em motivo geomético. Ao fundo e interiormente, motivo floral em azul.",19,,23,,argila,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
35,83.30b,Tampa,Tampa/ terrina,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo abaulado de borda com reentrâncias regulares. Pegador circular. Fundo branco decorado em azul com motivo floral em fantasia. Ao fundo, e interiormente, motivo floral em azul.",8,,24,,argila,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
36,83.31,Travessa,Travessa,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo oval, borda alteada. Fundo branco decorado em ocre e vestígios dourados. Orlado em motivos fitomórficos e zoormorfos, quatro gregas e frisos.",4,,40,,argila,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
37,83.32,Prato decorativo,Prato,Sem Autor,05 Interiores > 05.1 Acessório de Interiores,"Corpo circular, de bordas alteadas e ligeiramente côncavas. Fundo branco, decoração policrômica, frisos em ocre e dourado. Orlado em motivos zoomorfos, fitomórficos e toques geométricos. Cena doméstica composta por 05 figuras antropomórficas, paisagem em segundo plano.",,,25,,argila,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
38,83.33,Prato decorativo,Prato,Sem Autor,05 Interiores > 05.1 Acessório de Interiores,"Corpo circular, de bordas alteadas e ligeiramente côncavas. Fundo branco, decoração policrômica, frisos em ocre e dourado. Orlado em motivos zoomorfos, fitomórficos e toques geométricos. Cena doméstica composta por 05 figuras antropomórficas, paisagem em segundo plano.",,,25,,argila,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
39,83.34,Jarra,Jarra,Sem Autor,05 Interiores > 05.1 Acessório de Interiores,"Corpo no sentido vertical. Boca larga, estreitando-se para formar pescoço longo, que se alarga em cortono arredondado e afunila-se na parte inferior. Base circular. Fundo branco. Decoração policrômica. Corpo divididos em faixas azuis e douradas, limitadas em arabescos. Nas faixas douradas, motivos fitomórficos, nas azuis, arabescos em azuis mais claro.",46,,13,,opalina,,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
40,83.35,Jarra,Jarra,Sem Autor,05 Interiores > 05.1 Acessório de Interiores,"Corpo no sentido vertical. Boca larga, estreitando-se para formar pescoço longo, que se alarga em cortono arredondado e afunila-se na parte inferior. Base circular. Fundo branco. Decoração policrômica. Corpo divididos em faixas azuis e douradas, limitadas em arabescos. Nas faixas douradas, motivos fitomórficos, nas azuis, arabescos em azuis mais claro.",46,,13,,opalina,,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
41,83.01,Busto,Conselheiro João Alfredo,Almeida Reis,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Busto apoiado sobre base circular. Apresenta-se, ligeiramente, voltado à destra. Casaca com a gola e lapelas bordadas e duas casas em cada lateral. Camisa de gola dura com pontas viradas. Gravata tipo borboleta.",68,,43,27,bronze | metal,Brasil > Rio de Janeiro,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
42,85.90,Prato,Prato,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Base circular. Corpo ligeiramente ascendente. Borda acentuada. Cor branco pérola.,,,18,,argila,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
43,85.91,Prato,Prato,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Base circular. Corpo ligeiramente ascendente. Borda acentuada. Cor branco pérola.,,,18,,argila,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
44,85.92,Prato,Prato,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Base circular. Corpo ligeiramente ascendente. Borda acentuada. Cor branco pérola.,,,18,,argila,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
45,85.93,Prato,Prato,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Base circular. Corpo ligeiramente ascendente. Borda acentuada. Cor branco pérola.,,,18,,argila,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
46,85.94,Prato,Prato,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Base circular. Corpo ligeiramente ascendente. Borda acentuada. Cor branco pérola.,,,18,,argila,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
47,2012.133,Escultura,Samburu Dance I,Marianne Houtkamp,02 Artes Visuais/Cinematográfica,"Figura feminina, negra em posição de dança. Encontra-se de pé sob base oval. A cabeça está um pouco inclinada para a esquerda.  Possui  adornos na cabeça, nas orelhas, pescoço, braços, tornozelo esquerdo.  Os braços estão abertos flexionados para traz. As mãos estão abertas dando uma sensação de leveza. O vestido na cor amarela tem pregas com uma sensação de movimento e flutuação. A perna esquerda está um pouco mais a frente da direita. Os pés estão descalços.","1,35",150,"0,55","0,45",bronze | gesso,Quênia,[19-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
48,89.131,Medalha condecorativa,Medalha de Honra ao Mérito,Sem Autor,08 Insígnias,"Medalha na cor dourada. Anverso: "" Conselheiro João Alfredo Corrêa de Oliveira com sua imagem em alto relevo "". Reverso: ""Mérito Judiciário-Tribunal Regional do trabalho da 6 região. Recife-PE. "" A medalha está presa a uma fita de cetim nas cores vermelha e branca.",,,,,metal,Brasil,[19-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
49,2014.134,Conjunto escultórico,Elos Cambiáveis,Sem Autor,02 Artes Visuais/Cinematográfica,"Escultura abstrata em formato geométrico confeccionada em ferro retangular na coloração cinza. A mesma é composta por duas partes iguais que embora dissociadas fisicamente se sobrepõem para compor a escultura. Essas duas partes tem medidas diferentes. Base em formato retangular, perfazendo uma trave com duas barras verticais encimadas por uma barra horizontal. Ligada a essa barra há uma outra que segue verticalmente a altura de 3 metros em direção ao solo. Esssa barra desce também verticalmente formando assim um ângulo agudo em direção a superfície.","3,6",,,"1,2",metal,Brasil,[20-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
50,2015.135,Pintura,Sem título,Braz Marinho,02 Artes Visuais/Cinematográfica,"Obra bidimensional em formato retangular, nas cores preta, branca e cinza. O retângulo das extremidades na coloração preta, seguido de dois retângulos perfazendo a moldura nas cores cinza e preta. Preenchendo todo o interior da obra figuras geométricas que se assemelham a cabeças de peixe; possui formato triangular, estando sobrepostas enladeiradas, possuindo cada triângulo representações geométricas diferentes. Na parte inferior, no entro possui a inscrição: ""XXXI""; o autor assina no canto inferior da obra da seguinte forma: ""MZK/07"", em letra arábica.","1,68",,"1,11",,tela | tinta acrilica,Brasil,[20-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
51,2015.136,Pintura,Tambores,Maurício Kuhlman,02 Artes Visuais/Cinematográfica,"Obra bidimensional em formato retangular nas cores preta, branca e cinza. Costurada com linha preta nos quatro lados. A obra é preenchida com máscaras em formato geométrico, ladeadas e sobrepostas. Na parte superior lado direito há um quadrado na cor cinza, sendo que o maior quadrado tem a inscrição da letra ""T"" e um ponto final.","1,44",,"0,59",,tela | tinta acrilica,Brasil,[20-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
52,2015.137,Pintura,Não esqueca de se despedir,Maurício Kuhlman,02 Artes Visuais/Cinematográfica,"Obra bidimensional em formato retangular, com extrimidade na cor preta, dividida em 8 retângulos onde se apresentam fragmentos de vários desenhos. No primeiro retângulo há as letras ""EST"" na cor azul preenchido por retângulos menores na cor verde; no segundo retângulo há a palavra ""sorte"" na cor preta, um desenho que lembra uma máquina caça níquel e uma figura humana; no terceiro retângulo há a imagem de uma espada, garrafas e figuras em geral; no quarto retângulo há a imagem de um relógio, uma figura que lembra uma máscara, um peixe e outras imagens; no quinto retângulo há a imgem de uma fábrica com chaminés; no sexto retângulo há a imgem de uma torre que lembra um farol; no sétimo retângulo há a imgem de latas, caranguejo, cruz, dentre outros desenhos; no oitavo e último retângulo há a imgem de uma caveira mexicana. Na parte superior direita há a inscrição do título da obra e na parte inferior direita tem a assinatura do artista: MZK/07.","1,62",,"1,12",,tela | tinta acrilica,Brasil,[20-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
53,2015.138,Pintura de gênero,Biju de Licuri,Maurício Kuhlman,02 Artes Visuais/Cinematográfica,Obra bidimensional em formato retangular composta por uma figura feminina de perfil com flores na cabeça. As cores que compõem a coroa de flores não é uniforme. A obra é composta por cores vibrantes.,"1,9",,"1,31",,tela | tinta acrilica,Brasil,[20-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
54,2015.139a,Estátua alegórica,Negros Venezianos Suportando Reposteiro,Ramon Martins,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura antropomorfa, sexo masculino, cor preta. Sob os pés base de formato retangular e cantos arredondados e com dois níveis; base inferior entalhada nas bordas com motivos fitomorfos e cor dourada. Base superior (sob os pés) traz representação de pedras pontiagudas em vários formatos; acompanha formato da inferior em tamanho reduzido; traz pequeno pedaço da cortina. Figura antropomorfa encontra-se de pé; pés descalços com dedos e unhas definidos; pernas desnudas, com panturrilhas, joelhos e coxas torneadas; perna esquerda à frente da direita ligeiramente flexionada; os três maiores dedos do pé esquerdo encontram-se para fora da base; perna direita reta atrás da esquerda. Sob o pé direito porção do tecido da cortina. Área genital coberta pelo tecido da cortina com dobras; tronco e braços desnudos, musculatura definida; abdômen contraído formando angulação; peito ligeiramente projetado para frente. Braço esquerdo para baixo e para trás; mão não aparente apoiada no quadril coberta pela cortina; cotovelo flexionado formando ângulo obtuso. Braço direto para cima, cotovelo flexionado formando ângulo agudo na altura da cabeça, mão apoiada na cabeça. Pescoço não aparente; orelhas pequenas à mostra; cabeça projetada para cima formando angulação, queixo estreito; lábios carnudos; dentes cerrados e de cor amarelada; marca de expressão entre bochechas e nariz; nariz largo; olhos abertos feitos em madreperola, olhar voltado para cima; sombrancelhas arqueadas e protuberantes; marcas de expressão na testa; representação de cabelo enrolado acima da testa e próximo as orelhas. Representação de reposteiro de tecido em cor dourada e detalhes (fitomorfos e geométricos) nas cores vermelho, verde, azul escuro e branco; representação de franjas em cor dourada por toda borda; representação de aglomerado de tecido nas extremidades esquerda e direita formando três camadas de tecido findadas com uma representação de borlas na cor dourada.","1,02",38,83,43,madeira policromada,Itália,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
55,2015.139b,Estátua alegórica,Negros Venezianos Suportando Reposteiro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça retilínea, na cor preta, com extremidade boleada.",32,,80,,madeira policromada,Itália,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
56,2015.140a,Estátua alegórica,Negros Venezianos Suportando Reposteiro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, em pé, cor negra, robusta, com tronco e pernas despidos. Seus olhos estão arregalados, dentes á mostra. A perna esquerda está á frente da direita, pés descalços. Braço direito está para trás na altura da cabeça segurando uma representação de reposteiro nas cores dourado, vinho, verde e branco. Em cima da sua cabeça há uma peça que serve como um bandô, objeto que dá acabamento ao reposteiro.  Braço esquerdo para trás, na altura da cintura, segurando um outra parte do resposteiro que se estende por  suas costas e encontra-se enrolado em sua cintura , passando a impressão de fazer parte sua vestimenta.  A figura masculina está localizada sob uma base oval assimétrica com ondulações.","1,02",,83,43,madeira policromada,Itália,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
57,2015.140b,Estátua alegórica,Negros Venezianos Suportando Reposteiro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça retilínea, na cor preta, com extremidade boleada.",32,,80,,madeira policromada,Itália,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
58,2016.141,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
59,2016.142,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
60,2015.143,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
61,2016.144,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,,,,,,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
62,2016.145,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,,,,,,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
63,2016.147,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
64,2016.146,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
65,2016.148,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
66,2016.149,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,Benin > Cotonou,2003,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
67,2016.150,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,Benin > Cotonou,2003,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
68,2016.151,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,,2002,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
69,2016.152,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
70,2016.153,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
