,Resumo descritivo,Denominação,Número de registro,Classificação,Título,Local de produção,Data de produção,Material/Técnica,Estado de conservação,Dimensões - diâmetro,Dimensões - peso,ACERVO,URL,TAINACAN_COLECTION_ID
75,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1810 .",Moeda,137230,03 Objetos Pecuniários,4.000 réis,Bahia,1810,Ouro,Bom,28,"8,11",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
76,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1810 .",Moeda,137231,03 Objetos Pecuniários,4.000 réis,Bahia,1810,Ouro,Bom,28,"8,1",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
77,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1810 .",Moeda,137232,03 Objetos Pecuniários,4.000 réis,Bahia,1810,Ouro,Bom,28,"8,12",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
78,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1810 .",Moeda,137233,03 Objetos Pecuniários,4.000 réis,Bahia,1810,Ouro,Bom,27,"7,84",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
79,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1811 .",Moeda,137234,03 Objetos Pecuniários,4.000 réis,Bahia,1811,Ouro,Bom,28,"8,06",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
80,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1811 .",Moeda,137235,03 Objetos Pecuniários,4.000 réis,Bahia,1811,Ouro,Bom,"27,5","8,02",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
81,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1813 .",Moeda,137236,03 Objetos Pecuniários,4.000 réis,Bahia,1813,Ouro,Bom,"27,5","7,97",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
82,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1813 .",Moeda,137237,03 Objetos Pecuniários,4.000 réis,Bahia,1813,Ouro,Bom,27,"8,15",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
83,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1814 .",Moeda,137238,03 Objetos Pecuniários,4.000 réis,Bahia,1814,Ouro,Bom,27,"8,14",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
84,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1814 .",Moeda,137239,03 Objetos Pecuniários,4.000 réis,Bahia,1814,Ouro,Bom,"26,5","7,99",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
85,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1816 .",Moeda,137240,03 Objetos Pecuniários,4.000 réis,Bahia,1816,Ouro,Bom,27,"7,96",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
86,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda entre florões: ao redor, ET. BRASILIÆ. DOMINUS. ANNO. 1816 .",Moeda,137241,03 Objetos Pecuniários,4.000 réis,Bahia,1816,Ouro,Bom,27,"7,96",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
87,"Anverso: Ao centro, escudo das armas portuguesas sob coroa cortando a legenda. à esquerda entre pontos valor 4000 réis e a direita entre pontos três florões. Legenda: ao redor, JOANNES. D. G. PORT. E. ALG. P. REGENS. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, ET. BRASILIE. DOMINA. ANNO. 1800 .",Moeda,137242,03 Objetos Pecuniários,4.000 réis,Bahia,1800,Ouro,Bom,"27,5","6,09",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
88,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. Data entre florões: 1818 .",Moeda,137243,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1818,Ouro,Bom,"26,5","7,95",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
89,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1819 .",Moeda,137244,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1819,Ouro,Bom,26,"7,97",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
90,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1819 .",Moeda,137245,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1819,Ouro,Bom,26,"8,03",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
91,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1819 .",Moeda,137246,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1819,Ouro,Bom,"26,5","8,01",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
92,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1820 .",Moeda,137247,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1820,Ouro,Bom,"26,5","7,99",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
93,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1820 .",Moeda,137248,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1820,Ouro,Bom,26,"7,99",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
94,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1820 .",Moeda,137249,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1820,Ouro,Bom,27,"7,99",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
95,"Anverso: Ao centro, as armas do Reino, entre dois aneletes. Legenda ao redor: IOANES : R. PVRTVGSLES. AL : G. VL: INA /[ :NC. ETHIOPIE : ARABIE : PERSIE : I : ]. Reverso: Ao centro, cruz de Cristo, com três pontos sobre o braço superior. Legenda: : IN : HOC : : SIGNO : : VINCES :",Moeda,137250,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1821,Ouro,Bom,27,"7,98",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
0,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1821 .",Moeda,137251,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1821,Ouro,Bom,26,"8,01",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
1,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1822 .",Moeda,137252,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1822,Ouro,Bom,26,"7,99",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
2,"Anverso: Ao centro, brasão do Reino Unido de Portugal, Brasil e Algarves encimado pela Coroa Real, ladeado por ramos de café e tabaco sobre o valor 4000 entre pontos. Sem legenda. Reverso: Ao centro, a cruz de São Jorge, vazada e circundada por quatro arcos unidos por florões dentro de anel de aspas. Legenda: ao redor, JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. data entre florões: 1822 .",Moeda,137253,03 Objetos Pecuniários,6.400 réis R,Rio de Janeiro,1822,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
3,"Anverso: Ao centro, busto de D. Pedro I voltado para a esquerda, orlado pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF + 1823. R +. Reverso: Ao centro, escudo das armas do Império encimado por Coroa Imperial cortando a legenda, ladeado por ramos de tabaco e café sobre o valor 6400 entre cruzetas. Legenda: ao redor, IN + HOC + SIGNO + VINCES",Moeda,137254,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1823,Ouro,Bom,"32,5","14,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
4,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1824. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES .",Moeda,137255,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1824,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
5,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1825. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 6400 .",Moeda,137256,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1825,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
6,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1827. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 6400 .",Moeda,137257,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1827,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
7,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1828. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 6400 .",Moeda,137258,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1828,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
8,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1823. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 4000 .",Moeda,137259,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1823,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
9,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1823. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 4000 .",Moeda,137260,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1823,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
10,"Anverso: Ao centro, busto de D. Pedro I voltado para a esquerda, orlado pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF + 1823. R +. Reverso: Ao centro, escudo das armas do Império encimado por Coroa Imperial cortando a legenda, ladeado por ramos de tabaco e café sobre o valor 4000 entre cruzetas. Legenda: ao redor, IN + HOC + SIGNO + VINCES",Moeda,137261,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1823,Ouro,Bom,"26,5","8,05",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
11,"Anverso: Ao centro, busto de D. Pedro I voltado para a esquerda, orlado pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF + 1824. R +. Reverso: Ao centro, escudo das armas do Império encimado por Coroa Imperial cortando a legenda, ladeado por ramos de tabaco e café sobre o valor 4000 entre cruzetas. Legenda: ao redor, IN + HOC + SIGNO + VINCES",Moeda,137262,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1824,Ouro,Bom,26,"7,97",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
12,"Anverso: Ao centro, busto de D. Pedro I voltado para a esquerda, orlado pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF + 1824. R +. Reverso: Ao centro, escudo das armas do Império encimado por Coroa Imperial cortando a legenda, ladeado por ramos de tabaco e café sobre o valor 4000 entre cruzetas. Legenda: ao redor, IN + HOC + SIGNO + VINCES",Moeda,137263,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1824,Ouro,Bom,26,"7,94",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
13,"Anverso: Ao centro, busto de D. Pedro I voltado para a esquerda, orlado pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF + 1824. R +. Reverso: Ao centro, escudo das armas do Império encimado por Coroa Imperial cortando a legenda, ladeado por ramos de tabaco e café sobre o valor 4000 entre cruzetas. Legenda: ao redor, IN + HOC + SIGNO + VINCES",Moeda,137264,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1824,Ouro,Bom,"26,5","8,01",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
14,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1825. Letra monetária R, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 4000 .",Moeda,137265,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1825,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
15,"Anverso: Ao centro, busto de D. Pedro I voltado para a esquerda, orlado pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF + 1826. R +. Reverso: Ao centro, escudo das armas do Império encimado por Coroa Imperial cortando a legenda, ladeado por ramos de tabaco e café sobre o valor 4000 entre cruzetas. Legenda: ao redor, IN + HOC + SIGNO + VINCES",Moeda,137266,03 Objetos Pecuniários,4.000 réis,Rio de Janeiro,1826,Ouro,Bom,"25,5","8,01",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
16,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1825. Letra monetária B, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 6400 .",Moeda,137267,03 Objetos Pecuniários,6.400 réis,Bahia,1825,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
17,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1828. Letra monetária B, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 6400 .",Moeda,137268,03 Objetos Pecuniários,6.400 réis,Bahia,1828,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
18,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1825. Letra monetária B, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 4000 .",Moeda,137269,03 Objetos Pecuniários,4.000 réis,Bahia,1825,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
19,"Anverso: Busto de D. Pedro I, em trajes militares, à esquerda, circundados pela legenda: PETRUS. I. D. G. CONST. IMP. ET. PERP. BRAS. DEF. e, no exergo, 1826. Letra monetária B, ao lado da data. Reverso: Ao centro, brasão do Império cortando a legenda: IN HOC SIGNO VINCES e o valor 4000 .",Moeda,137270,03 Objetos Pecuniários,4.000 réis,Bahia,1826,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
